Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,251793,Saint Thomas The Apostle Parish,5472 South Kimbark Avenue,60615,HYDE PARK,K-12 School,"97,758",1924,3,,"792,464","4,892,124",,,,58.1,78,62.7,82.8,419,4.3,41.795899839999997,-87.595565739999998,"(41.79589984, -87.59556574)"
2015,163619,The Grand Ohio,211 East Ohio Street,60611,NEAR NORTH SIDE,Multifamily Housing,"626,655",1984,1,,"34,013,563","18,954,159",,,,84.5,202.2,86.7,206,"7,841",12.5,41.892162710000001,-87.621328579999997,"(41.89216271, -87.62132858)"
2015,175872,Piper's Alley,230 W. North Avenue ,60610,LINCOLN PARK,Performing Arts,"137,176",1977,1,,"5,869,902","1,099,712,681",,,,"8,059.6","8,552","8,059.1","8,550.4","59,590",434.4,41.911539380000001,-87.636169089999996,"(41.91153938, -87.63616909)"
2015,250009,Malcolm X College,1900 West Van Buren Street,60612,NEAR WEST SIDE,College/University,"541,575",1971,1,,"25,403,152","29,511,031",,,,101.4,204.5,105.5,208.1,"6,671",12.3,41.876251000000003,-87.674126999999999,"(41.876251, -87.674127)"
2015,250127,Bernard Mitchell Hospital,5815 S. Maryland Av.,60637,HYDE PARK,Hospital (General Medical & Surgical),"430,772",1983,1,10,"50,618,112",,"56,440,384",,,248.5,526.6,251.3,530,"13,917",32.299999999999997,41.789223999999997,-87.604895999999997,"(41.789224, -87.604896)"
2015,251337,The Theatre School,2350 N. Racine,60614,LINCOLN PARK,College/University,"163,000",2013,1,,"5,526,792","6,892,302",,,,76.2,150.9,77.599999999999994,151.80000000000001,"1,477",9.1,41.924672000000001,-87.658471000000006,"(41.924672, -87.658471)"
2015,250051,Simeon Caree-CPS,8235 S VINCENNES AVE,60620,CHATHAM,K-12 School,"284,691",2003,1,26,"13,717,564","16,385,844",,,,105.7,211.7,109.6,214.3,"3,626",12.7,41.744236000000001,-87.635863000000001,"(41.744236, -87.635863)"
2015,138605,"Kennedy Plaza BK, L.L.C.",3300 W. Belmont Avenue,60618,AVONDALE,Strip Mall,"77,385",1977,1,,"4,925,454","3,810,800",,,,112.9,251.6,112.9,251.6,"1,192",15.4,41.939346999999998,-87.710159000000004,"(41.939347, -87.710159)"
2015,176021,MetraMarket of Chicago,118 N. Canal Street,60661,NEAR WEST SIDE,Mixed Use Property,"62,792",2006,1,,"9,587,659","7,981,279",,,,279.8,612.9,292.3,630.29999999999995,"2,350",37.4,41.883698000000003,-87.639810999999995,"(41.883698, -87.639811)"
2015,251949,Wyler,5837 S. Maryland Ave.,60637,HYDE PARK,Laboratory,"208,526",1967,1,,"13,460,408",,"25,181,460",,,185.3,348,189.8,353.4,"4,376",21,41.788876000000002,-87.604889999999997,"(41.788876, -87.60489)"
2015,251312,#1961 Elston/Leavitt,2542 Elston Ave,60622,LOGAN SQUARE,Retail Store,"119,178",2002,1,59,"6,559,580","3,591,695",,,,85.2,204.5,87.6,207,"1,509",12.7,41.927701999999996,-87.681329000000005,"(41.927702, -87.681329)"
2015,251214,Wilson Yard,1026-1032 W Montrose,60613,UPTOWN,Mixed Use Property,"420,494",2010,1,72,"16,341,238","13,235,718",,,,70.3,155.1,72.099999999999994,157,"3,986",9.5,41.961818000000001,-87.655469999999994,"(41.961818, -87.65547)"
2015,100851,600 West Chicago,600 West Chicago Avenue,60654,NEAR NORTH SIDE,Office,"1,670,702",1908,1,83,"116,348,313","4,108,670",,"22,325,965",,85.5,234.6,86.1,237.4,"24,771",14.8,41.896501000000001,-87.642880000000005,"(41.896501, -87.64288)"
2015,251408,Clissold Ele-CPS,2330 W 110th Pl,60643,MORGAN PARK,K-12 School,"63,257",2001,1,68,"1,009,846","2,715,219",,,,58.9,95.2,63,99.8,347,5.5,41.692987000000002,-87.679776000000004,"(41.692987, -87.679776)"
2015,160450,Sono East,840 West Blackhawk,60642,NEAR NORTH SIDE,Multifamily Housing,"317,997",2012,1,13,"12,688,890","18,588,287",,,,98.4,186.7,100.7,188,"3,537",11.1,41.908557000000002,-87.649735000000007,"(41.908557, -87.649735)"
2015,160438,155 North Wacker,155 N. Wacker,60606,LOOP,Office,"1,327,735",2009,1,84,"73,548,970",,,"33,948,146",,81,199.5,81.2,202.7,"16,566",12.5,41.884658000000002,-87.636809,"(41.884658, -87.636809)"
2015,250077,Wentworth Gardens,3770 S. WENTWORTH AVE,60609,ARMOUR SQUARE,Multifamily Housing,"838,253",1947,32,83,"11,678,877","33,990,300",,,,54.5,86.3,55.6,87.5,"4,152",5,41.826081000000002,-87.631398000000004,"(41.826081, -87.631398)"
2015,135060,American Library Association,40-50 E. Huron,60611,NEAR NORTH SIDE,Office,"104,122",1960,2,,"6,094,282","34,812",,,,58.9,184.1,60.4,189,"1,226",11.8,41.894924000000003,-87.626552000000004,"(41.894924, -87.626552)"
2015,251593,Clay Element-CPS,13221 S Burley,60633,HEGEWISCH,K-12 School,"81,950",1917,1,59,"1,373,141","6,721,988",,,,98.8,138.69999999999999,107.5,148.5,633,7.7,41.655085999999997,-87.544685999999999,"(41.655086, -87.544686)"
2015,134776,University Club of Chicago,76 East Monroe Street,60603,LOOP,Hotel,"144,036",1907,1,,"9,906,479","24,285,377",,,,237.4,393,240.5,394.9,"3,280",22.8,41.880837999999997,-87.624993000000003,"(41.880838, -87.624993)"
2015,103604,525 West Monroe,525 West Monroe Street,60661,NEAR WEST SIDE,Office,"1,028,492",1983,1,86,"56,539,160",,,,"18,630",55,172.6,56,175.9,"11,361",11,41.880543000000003,-87.640540999999999,"(41.880543, -87.640541)"
2015,173495,Saint Juliana School,7400 West Touhy,60631,EDISON PARK,K-12 School,"57,011",1928,1,52,"823,015","5,351,810",,,,108.3,143.9,111.5,147.4,450,7.9,42.011611000000002,-87.811524000000006,"(42.011611, -87.811524)"
2015,160151,Clargran,501-515 N. Clark St.,60654,NEAR NORTH SIDE,Hotel,"343,240",2013,1,42,"18,067,639","23,918,101",,,,122.3,238.5,123.7,238.3,"4,900",14.3,41.891371999999997,-87.631065000000007,"(41.891372, -87.631065)"
2015,242172,Two East Oak Condominium Association,Two East Oak Street,60611,NEAR NORTH SIDE,Multifamily Housing,"253,772",1971,1,24,"8,459,614","17,173,129",,,,101,175.7,105.2,179.2,"2,612",10.3,41.900744000000003,-87.628200000000007,"(41.900744, -87.6282)"
2015,250017,Humboldt Park,1440 North Sacramento,60622,NORTH LAWNDALE,Other - Recreation,"57,229",1928,1,,"2,506,746","4,593,224",,,,124.1,221.8,130.6,228.7,748,13.1,41.906756000000001,-87.701357000000002,"(41.906756, -87.701357)"
2015,252023,CICS Longwood,1309 W. 95th St.,60643,WASHINGTON HEIGHTS,K-12 School,"165,520",1952,5,55,"2,001,974","18,099,737",,,,121.4,152.80000000000001,130.19999999999999,162,"1,364",8.1999999999999993,41.721234000000003,-87.655051999999998,"(41.721234, -87.655052)"
2015,251954,Gilman Smith,5835 S. Drexel Ave.,60637,HYDE PARK,Laboratory,"143,899",1953,1,,"5,271,045",,"15,987,660",,,147.69999999999999,248.7,150.80000000000001,252.4,"2,121",14.7,41.781317000000001,-87.604346000000007,"(41.781317, -87.604346)"
2015,251871,South Shore-CPS,1955 E 75TH ST,60649,SOUTH SHORE,K-12 School,"213,710",2010,1,72,"7,891,035",,,,,36.9,115.9,36.700000000000003,115.2,"1,585",7.4,41.758830000000003,-87.577162000000001,"(41.75883, -87.577162)"
2015,252046,Henry Crown Field House,5550 South University Ave.,60637,HYDE PARK,Fitness Center/Health Club/Gym,"146,501",1932,1,,"3,584,545","146,450","5,323,807",,,61.8,121.6,64.599999999999994,125,"1,082",7.4,41.7941,-87.598142999999993,"(41.7941, -87.598143)"
2015,103679,300 South Riverside Plaza,300 South Riverside Plaza,60606,NEAR WEST SIDE,Office,"1,186,745",1983,1,80,"85,308,803",,,,,71.900000000000006,225.7,73.2,229.8,"17,140",14.4,41.877972999999997,-87.638874000000001,"(41.877973, -87.638874)"
2015,160211,633 St Clair,633 North St Clair,60611,NEAR NORTH SIDE,Hotel,"632,163",1991,1,44,"53,743,333",,,,,85,266.89999999999998,85.5,268.5,"10,798",17.100000000000001,41.893497000000004,-87.622686000000002,"(41.893497, -87.622686)"
2015,251946,1010 Lake Shore Association,1000 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,"253,446",1954,1,12,"9,200,110","14,692,701",,,,94.3,174.9,98.8,179.6,"2,629",10.4,41.900883,-87.624236999999994,"(41.900883, -87.624237)"
2015,102587,Carver Milli-CPS,13100 S Carver Dr,60827,RIVERDALE,K-12 School,"298,689",1973,1,67,"14,365,127",,,,,48.1,151,48.7,152.9,"2,886",9.6999999999999993,41.657558999999999,-87.592115000000007,"(41.657559, -87.592115)"
2015,118892,Parc Chestnut Condominium Association,849 N Franklin St,60610,NEAR NORTH SIDE,Multifamily Housing,"379,568",2006,1,50,"10,583,860","17,804,699",,,,74.8,136.80000000000001,76.900000000000006,138.19999999999999,"3,072",8.1,41.897733000000002,-87.635683999999998,"(41.897733, -87.635684)"
2015,250004,Kennedy-King College,6301 South Halsted,60621,ENGLEWOOD,College/University,"496,817",2007,6,,"36,100,427","56,777,310",,,,186.9,348.2,191.2,351.7,"10,269",20.7,41.779702999999998,-87.644750999999999,"(41.779703, -87.644751)"
2015,103669,Soldier Field,1410 South Museum Campus Drive,60605,NEAR SOUTH SIDE,Stadium (Open),"1,548,634",1924,1,,"108,529,613","16,899,451",,,,81,231.5,82.7,235.7,"22,703",14.7,41.863883999999999,-87.614512000000005,"(41.863884, -87.614512)"
2015,100867,Rush University Medical Center,1653 West Congress Parkway,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),"4,098,526",1982,9,9,"461,845,249","300,796,332","318,219,795",,,263.7,524.29999999999995,266.89999999999998,525.70000000000005,"129,897",31.7,41.875121,-87.668004999999994,"(41.875121, -87.668005)"
2015,251529,Lovett Eleme-CPS,6333 W Bloomingdale Ave,60639,AUSTIN,K-12 School,"85,200",1927,1,51,"1,418,738","5,340,524",,,,79.3,118.1,84.5,123.5,569,6.7,41.912785999999997,-87.78313,"(41.912786, -87.78313)"
2015,117702,AceTechChrt-CPS,5400 S State St,60609,WASHINGTON PARK,K-12 School,"68,331",1963,1,72,"677,117","3,525,015",,,,61.5,85.3,65.3,89.3,323,4.7,41.796360999999997,-87.625781000000003,"(41.796361, -87.625781)"
2015,251773,03296-Foster & Harlem,7342 Foster Ave,60656,NORWOOD PARK,Supermarket/Grocery Store,"77,255",1978,1,86,"9,338,682","4,866,600",,,,183.9,445.7,185.4,446.5,"2,135",27.6,41.974474000000001,-87.810635000000005,"(41.974474, -87.810635)"
2015,250014,Mann Park,2949 East 131st Street,60633,HEGEWISCH,Other - Recreation,"51,273",1934,1,,"1,391,755","5,915,773",,,,142.5,206.4,150.69999999999999,215,594,11.6,41.657316000000002,-87.552719999999994,"(41.657316, -87.55272)"
2015,251404,Burr Element-CPS,1621 W Wabansia Ave,60622,WEST TOWN,K-12 School,"60,929",1890,1,67,"925,141","3,633,077",,,,74.8,110.3,79.7,115.7,379,6.2,41.912405,-87.668588999999997,"(41.912405, -87.668589)"
2015,160372,AMLI River North,71 West Hubbard St,60654,NEAR NORTH SIDE,Multifamily Housing,"456,710",2013,1,89,"11,380,941","9,949,551",,,,46.7,101.1,47.8,102.3,"2,815",6.2,41.890020999999997,-87.630345000000005,"(41.890021, -87.630345)"
2015,250118,Norwegian American Hospital,1044 N. Francisco Ave,60622,WEST TOWN,Hospital (General Medical & Surgical),"312,898",1917,2,40,"35,314,234","34,905,999",,,,224.4,471.5,225.3,469.7,"8,949",28.6,41.899824000000002,-87.699298999999996,"(41.899824, -87.699299)"
2015,106236,Mark Twain E-CPS,5131 S Linder Ave,60638,GARFIELD RIDGE,K-12 School,"140,166",1927,1,31,"4,970,049","4,454,212",,,,67.2,144.69999999999999,70,147.69999999999999,"1,235",8.8000000000000007,41.799518999999997,-87.759991999999997,"(41.799519, -87.759992)"
2015,251925,Peter V. Byrne Hall,2219 N. Kenmore ,60614,LINCOLN PARK,College/University,"77,485",1968,1,,"2,864,749","8,017,233",,,,140.4,224.7,148.9,233.8,"1,001",12.9,41.922072999999997,-87.654664999999994,"(41.922073, -87.654665)"
2015,160248,Left Bank at K Station,305 N. Canal St,60606,NEAR WEST SIDE,Multifamily Housing,"572,165",2006,1,69,"12,792,195","23,067,559",,,,62.7,112.5,64.7,113.7,"3,795",6.6,41.886954000000003,-87.639858000000004,"(41.886954, -87.639858)"
2015,251957,Peck,5821 S. Drexel Ave.,60637,HYDE PARK,Laboratory,"124,893",1961,1,,"25,924,847",,"16,942,860",,,343.2,815,343.2,815,"6,334",50.7,41.781317000000001,-87.604346000000007,"(41.781317, -87.604346)"
2015,120965,8512-South Loop (16th & Clark),1615 S Clark Street,60616,NEAR SOUTH SIDE,Supermarket/Grocery Store,"61,872",2013,1,65,"10,166,010","7,337,500",,,,282.89999999999998,640.4,288,645.79999999999995,"2,432",39.299999999999997,41.859892000000002,-87.630216000000004,"(41.859892, -87.630216)"
2015,250139,Domestic Violence Courthouse,555 W. Harrison St.,60607,NEAR WEST SIDE,Courthouse,"187,268",1890,1,71,"8,819,590","8,648,514",,,,93.3,196.4,97.8,201.3,"2,231",11.9,41.874352999999999,-87.641660999999999,"(41.874353, -87.641661)"
2015,103789,De La Salle Institute,3434 South Michigan Ave,60616,DOUGLAS,K-12 School,"165,000",1954,1,73,"2,920,502","8,615,291",,,,69.900000000000006,110.4,73.7,114.4,"1,044",6.3,41.832219000000002,-87.623316000000003,"(41.832219, -87.623316)"
2015,251723,James Shield-CPS,2611 W 48th St,60632,BRIGHTON PARK,K-12 School,"95,265",2012,1,67,"2,940,117","3,091,825",,,,63.3,131,66,133.80000000000001,755,7.9,41.806552000000003,-87.689786999999995,"(41.806552, -87.689787)"
2015,251405,Hefferan Ele-CPS,4409 W Wilcox St,60624,WEST GARFIELD PARK,K-12 School,"60,934",1961,1,26,"1,546,817","3,395,841",,,,81.099999999999994,138.19999999999999,85.6,142.9,491,8.1,41.878708000000003,-87.735789999999994,"(41.878708, -87.73579)"
2015,251960,Latin School of Chicago Middle Scool,45 W. North BLVD,60610,NEAR NORTH SIDE,K-12 School,"81,509",2007,1,30,"4,068,482","3,069,300",,,,87.6,196.3,89.5,196.8,980,12,41.911172000000001,-87.630191999999994,"(41.911172, -87.630192)"
2015,250144,11 East Adams,11 East Adams,60603,LOOP,Office,"161,166",1961,1,47,"7,734,373","15,042,136",,,,141.30000000000001,248.7,149,256.8,"2,353",14.6,41.879474000000002,-87.627300000000005,"(41.879474, -87.6273)"
2015,251872,Goode High S-CPS,7651 South Homan Ave,60652,ASHBURN,K-12 School,"208,200",2012,1,48,"10,829,920",,,,,52,163.30000000000001,52.7,165.6,"2,176",10.5,41.753985999999998,-87.707413000000003,"(41.753986, -87.707413)"
2015,160300,750 N. Rush,750 N. Rush,60611,NEAR NORTH SIDE,Multifamily Housing,"325,000",1992,1,72,"8,409,403","8,518,707",,,,52.1,108.8,52.1,108.7,"2,142",6.6,41.896320000000003,-87.625538000000006,"(41.89632, -87.625538)"
2015,103696,111 South Wacker,111 South Wacker,60606,LOOP,Office,"1,248,730",2004,1,80,"87,014,155",,,,,69.7,218.8,70.8,222.3,"17,482",14,41.880335000000002,-87.636667000000003,"(41.880335, -87.636667)"
2015,243745,Kennelly Square Condominium Association,1749 N Wells Street,60614,LINCOLN PARK,Multifamily Housing,"326,596",1972,2,,"6,936,630","19,792,801",,,,81.8,130.30000000000001,86.2,134.9,"2,445",7.5,41.914200999999998,-87.634765000000002,"(41.914201, -87.634765)"
2015,160954,Armour,950 E. 59th St.,60637,HYDE PARK,Laboratory,"64,814",1963,1,,"11,705,426",,"17,145,840",,,445.1,885.3,444.2,882.4,"3,490",53.8,41.787764000000003,-87.602284999999995,"(41.787764, -87.602285)"
2015,175867,Six Corners Plaza,3970-3982 Milwaukee Avenue,60641,PORTAGE PARK,Strip Mall,"80,596",1966,1,,"3,036,946",,,,,37.700000000000003,118.3,37.700000000000003,118.3,610,7.6,41.952900999999997,-87.746533999999997,"(41.952901, -87.746534)"
2015,175683,03176-Ashland & 95th St,9400 S. Ashland Ave,60620,WASHINGTON HEIGHTS,Supermarket/Grocery Store,"66,467",1991,1,57,"10,289,060","3,898,600",,,,213.5,547.70000000000005,216.8,549.20000000000005,"2,274",34.200000000000003,41.722799999999999,-87.662757999999997,"(41.7228, -87.662758)"
2015,121374,8522-Edgewater,5201 Sheridan Road,60640,EDGEWATER,Supermarket/Grocery Store,"55,129",2013,1,32,"11,152,661","8,184,000",,,,350.8,791.1,355.5,796.1,"2,675",48.5,41.976491000000003,-87.654964000000007,"(41.976491, -87.654964)"
2015,251513,Dawes Elemen-CPS,3810 W 81st Place,60652,ASHBURN,K-12 School,"84,069",1954,1,96,"581,003","3,882,419",,,,53.1,70.2,57.6,75.7,323,3.8,41.745032000000002,-87.717214999999996,"(41.745032, -87.717215)"
2015,103782,Warwick Allerton Hotel Chicago,701 N. Michigan Ave.,60611,NEAR NORTH SIDE,Hotel,"300,000",1924,1,49,"11,430,644","28,432,397",,,,132.9,219.2,136.69999999999999,223.1,"3,807",12.7,41.895220999999999,-87.624213999999995,"(41.895221, -87.624214)"
2015,251269,(IL342) - Century Tower,182 W. Lake Street ,60601,LOOP,Multifamily Housing,"258,857",1930,1,37,"6,760,407","17,416,556",,,,93.4,152.69999999999999,93.4,152.69999999999999,"2,283",8.8000000000000007,41.885758000000003,-87.633762000000004,"(41.885758, -87.633762)"
2015,251520,Palmer Eleme-CPS,5501 N Kenneth Ave,60630,ALBANY PARK,K-12 School,"91,342",1926,1,59,"2,123,801","4,250,579",,,,69.8,121.9,71,123.3,653,7.1,41.968167000000001,-87.739169000000004,"(41.968167, -87.739169)"
2015,159981,7447 South Shore LLC,4355 N. Ravenswood Ave,60613,SOUTH SHORE,Multifamily Housing,"334,983",1968,1,20,"8,134,628","28,567,021",,,,109.6,165.8,,,"3,152",9.4,41.761111999999997,-87.557638999999995,"(41.761112, -87.557639)"
2015,160379,Optima Chicago Center,200 E Illinios St.,60611,NEAR NORTH SIDE,Multifamily Housing,"567,862",2014,1,81,"14,049,217","12,590,687",,,,46.9,101,47.9,102,"3,491",6.1,41.891016999999998,-87.619777999999997,"(41.891017, -87.619778)"
2015,251722,Claremont Ac-CPS,6315 S Claremont Ave,60636,CHICAGO LAWN,K-12 School,"112,806",1990,1,64,"3,562,868","3,123,790",,,,59.3,128.30000000000001,61.3,130.4,882,7.8,41.778894999999999,-87.682265000000001,"(41.778895, -87.682265)"
2015,251786,Saint Clement School,642 West Deming Place,60614,LINCOLN PARK,K-12 School,"60,994",1905,1,53,"1,321,669","4,323,348",,,,92.6,142.5,99.6,149.80000000000001,495,8.1,41.927943999999997,-87.645176000000006,"(41.927944, -87.645176)"
2015,251950,McLean,5824 S. Ellis Ave.,60637,HYDE PARK,Laboratory,"110,070",1953,1,,"8,465,657",,"20,238,300",,,260.8,462.7,264.7,467.4,"3,045",27.7,41.789752,-87.601271999999994,"(41.789752, -87.601272)"
2015,251209,South Centre- Burley & 92nd,9230 S. Burley Ave,60617,SOUTH CHICAGO,Senior Care Community,"144,411",2009,2,77,"4,626,283","5,776,200",,,,72,142.6,74.7,145.4,"1,236",8.6,41.727379999999997,-87.545610999999994,"(41.72738, -87.545611)"
2015,124308,Walmart Supercenter #01-5965,10900 S. Doty Avenue,60628,PULLMAN,Wholesale Club/Supercenter,"155,765",2013,1,33,"14,448,759","7,265,838",,,,139.4,340.2,142.6,342.5,"3,289",21.1,41.693398999999999,-87.598727999999994,"(41.693399, -87.598728)"
2015,103611,Clark-Adams,105 W. Adams,60603,LOOP,Office,"490,273",1927,1,64,"22,558,895","29,913,201",,,,107,208.5,111.7,213.2,"6,121",12.5,41.879395000000002,-87.630985999999993,"(41.879395, -87.630986)"
2015,251769,U.S. Cellular Plaza - 8410 _ Goby LLC,8410 West Bryn Mawr Avenue,60631,OHARE,Office,"200,150",1981,1,74,"14,127,710","39,451",,,,70.8,221.8,71.2,223.2,"2,841",14.2,41.981127999999998,-87.838232000000005,"(41.981128, -87.838232)"
2015,160260,Axis Apartments & Lofts,441 East Erie Street,60611,NEAR NORTH SIDE,Multifamily Housing,"836,949",1985,2,100,"12,167,526","3,831,501",,,,19.100000000000001,50.5,19.7,52.1,"2,648",3.2,41.894233,-87.616620999999995,"(41.894233, -87.616621)"
2015,251532,ChappellEliz-CPS,5145 N Leavitt St,60625,LINCOLN SQUARE,K-12 School,"87,149",1930,1,41,"3,341,539","5,473,993",,,,101.2,186.3,102.6,187.9,962,11,41.975088,-87.684224,"(41.975088, -87.684224)"
2015,120103,British School,814 W. Eastman,60622,NEAR NORTH SIDE,K-12 School,"82,901",2007,1,54,"1,990,371","4,181,985",,,,74.5,128.4,76.8,130.9,622,7.5,41.907456000000003,-87.648584999999997,"(41.907456, -87.648585)"
2015,236345,The Private Residences at Ontario Place Condominium Association,10 East Ontario,60611,NEAR NORTH SIDE,Multifamily Housing,"572,908",1983,1,20,"38,007,258","9,421,755",,,,82.8,225.6,84.7,231.1,"8,137",14.2,41.893321999999998,-87.627719999999997,"(41.893322, -87.62772)"
2015,160219,dana hotel and spa,660 N State St.,60654,NEAR NORTH SIDE,Hotel,"165,000",2008,1,36,"9,732,300","10,527,633",,,,122.8,252.2,124.7,255.1,"2,515",15.2,41.894246000000003,-87.628161000000006,"(41.894246, -87.628161)"
2015,160343,100 W Chestnut,100 W Chestnut,60610,NEAR NORTH SIDE,Multifamily Housing,"292,445",1984,1,83,"6,267,571","11,531,916",,,,60.9,108.7,63,110.4,"1,872",6.4,41.898007,-87.631399999999999,"(41.898007, -87.6314)"
2015,159276,"Foxboro Properties, LLC",6201 S. Emerald,60621,ENGLEWOOD,Office,"85,641",1995,1,71,"4,706,107","1,722,190",,,,75.099999999999994,193.7,76.599999999999994,194.5,"1,037",12.1,41.770346000000004,-87.643170999999995,"(41.770346, -87.643171)"
2015,251629,Bass Element-CPS,6554 S May St,60621,ENGLEWOOD,K-12 School,"85,881",1895,1,20,"2,461,845","5,747,047",,,,95.6,160.30000000000001,102.6,169,800,9.3000000000000007,41.774895000000001,-87.653199999999998,"(41.774895, -87.6532)"
2015,252028,Rubicon X Fulton,2130 W. Fulton,60612,NEAR WEST SIDE,Office,"52,618",1950,1,,"616,794","1,367,658",,,,37.700000000000003,64.099999999999994,39.9,66.400000000000006,197,3.7,41.886754000000003,-87.680032999999995,"(41.886754, -87.680033)"
2015,160322,210 N. Wells,210 N. Wells,60606,LOOP,Multifamily Housing,"387,842",2011,1,3,"18,640,186","20,195,173",,,,100.1,205.6,100.3,206.1,"4,818",12.4,41.886028000000003,-87.633976000000004,"(41.886028, -87.633976)"
2015,160067,InterContinental,505 N. Michigan Ave.,60611,NEAR NORTH SIDE,Hotel,"715,161",1929,1,43,"34,462,531","59,372,517",,,,131.19999999999999,238.5,134,240.7,"10,078",14.1,41.891199999999998,-87.624091000000007,"(41.8912, -87.624091)"
