pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM01641990,0126_0852,1641990,The Farragut Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0900 17TH ST NW,GNAREI 1 FARRAGUT LLC,2,900 17th Street NW,Washington,DC,20006,1963,Office,Office,200034,160257,96,41.6,41.5,117.1,115.9,809,5,1972.1,1651086,10331.57912,,,Whole Building,Whole Building,38.90174323,-77.03974025
PM03762115,0484_0836,3762115,132-Hampton Inn - Washington DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0599 MASSACHUSETTS AV,HHLP DC CONVENTION CENTER ASSOCIATES LLC,6,599 Massachusetts Ave.,Washington,DC,20001,2005,Hotel,Hotel,161193,172236,77,54.9,55.1,145.5,145.7,1086.9,6.3,6209,2123512,22021.00019,,,Whole Building,Whole Building,38.90178752,-77.01965223
PM03353556,0403_0838,3353556,800 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0800 K ST NW,TMG 800 K STREET LLC,2,800 K Street NW,Washington DC,DC,20001,1989,Office,Office,495847,473143,75,69,69,216.7,216.7,4370.4,9.2,5242.6,9568428,,,,Whole Building,Whole Building,38.90180377,-77.02247845
PM03525730,0403_0836,3525730,Renaissance Washington DC Downtown Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0999 9TH ST NW,SUNTONE K9 LLC,2,999 9th St NW,Washington,DC,20001,1988,Hotel,Hotel,342778,720000,68,66.7,67.1,168.7,169.2,5295.5,7.4,22628.1,9967844,139830.9191,,,Whole Building,Whole Building,38.90183551,-77.02369056
PM03656431,0561_0037,3656431,Golden Rule Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,901 NEW JERSEY AVE NW,GRA PROPERTIES LIMITEPARTNERSHIP,6,901 New Jersey Ave NW,Washington,DC,20001,1972,Multifamily Housing,Multifamily Housing,174591,174591,94,30.9,30.9,96.9,96.9,721.1,4.1,14733.7,1578836,,,,Whole Building,Whole Building,38.90187396,-77.01287581
PM02896787,0126_0059,2896787,919 18th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,919 18TH ST NW,EPIC 919 LLC,2,919 18th Street NW,Washington,DC,20006,1980,Office,Office,151448,105643,60,68.6,68.1,215.3,213.5,969.9,9.2,2689.5,2122444,84.7005485,,,Whole Building,Whole Building,38.90188755,-77.04128538
PM01356880,0126_0830,1356880,Barr Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0910 17TH ST NW,BARR BUILDING LLC,2,910 17th Street NW,Washington,DC,20006,1927,Office,Office,115104,111980,78,60.2,59.2,181.1,177.9,868.1,7.8,1793.2,1852117,4171.181913,,,Whole Building,Whole Building,38.90188856,-77.03974526
PM00016591,0106_0049,16591,International Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1835 I ST NW,CARR CRHP PROPERTIES LLC,2,1875 Eye Street NW,Washington,DC,20006,1978,Office,Office,1185122,1343643,88,49,48.8,153.9,153.1,8818.4,6.6,23531.5,19306820,,,,Whole Building,Whole Building,38.901896,-77.042716
PM04007916,4491_0809,4007916,Flats at Atlas,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1600 MARYLAND AVE NE,1600 MARYLAND AVENUE LLC,5,1600 Maryland Ave NE,Washington,DC,20002,2012,Multifamily Housing,Multifamily Housing,255208,216759,49,49.6,49.8,144.4,145.2,1344.2,6.2,7369,2806697,11714.11862,,,Whole Building,Whole Building,38.90192164,-76.98081983
PM02951555,0054_0841,2951555,2200 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2200 PENNSYLVANIA AVE NW,GEORGE WASHINGTON UNIVERSITY,2,2200 Pennsylvania Avenue,Washington DC NW,DC,20037,2011,Office,Office,499000,516737,92,41.3,,129.6,,2857,5.5,8380,6249488,,34500,,Whole Building,Whole Building,38.90194436,-77.04912731
PM01273462,0371_1349; 1171_2893,1273462,Harbourside,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,901 K STREET NW,901 K ST CONDO,2,2900 K St. NW,Washington,DC,20007,2006,Mixed Use Property,Office,201715,191666,95,36,36.1,112.9,113.3,922.4,4.8,3267.9,2019561,,,,Whole Building,,38.90199219,-77.05863574
PM01435477,0372_0034,1435477,901 New York Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,901 NEW YORK AVE NW,BP/CRF 901 NEW YORK AVENUE LLC,2,901 New York Ave. NW,Washington,DC,20001,2004,Office,Office,558645,604549,83,62,,192.5,,4967.6,8.2,10297.3,10797700,6388.721266,24922.8,,Whole Building,Whole Building,38.90202336,-77.02526669
PM01069662,0675_0853,1069662,999 North Capitol Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,999 NORTH CAPITOL ST NE,UNION SQUARE 941 PROPERTY LP,6,999 North Capitol Street NE,Washington,DC,20002,1973,Office,Office,322375,321980,93,45.7,45.8,141.4,141.5,1943.5,6,3165,4217467,3237.745318,,,Whole Building,Whole Building,38.90202876,-77.0085478
PM04343921,5203_0028,4343921,Hilltop Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0908 - 0914 EASTERN AV NE,JAMES PROPERTIES II LLC,7,918 Eastern Avenue NE,Washington,DC,20019,1962,Multifamily Housing,Multifamily Housing,57672,57672,12,126.4,126.2,229.8,225.6,603.5,10.5,5495.3,785097.1,46118.43613,,,Whole Building,Whole Building,38.902044,-76.92157037
PM03488404,0086_0844,3488404,1900 K Street Benchmark,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1900 K ST NW,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,2,1900 K Street NW,Washington,DC,20006,1996,Office,Office,440000,385286,82,56.5,56.1,177.5,176.1,2915.3,7.6,4932.4,6382807,,,,Whole Building,,38.90207874,-77.04391273
PM02534176,1173_2380; 1173_0820,2534176,270310 - Washington Harbour,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3030 K ST NW,WASHINGTON HARBOUR CONDO,2,3000-3050 K Street,Washington,DC,20007,1986,Office,Mixed Use Property,95786,680369,23,112.7,112.8,347.9,348,10105.7,14.9,40828.7,21902390,19165.99681,,,Whole Building,,38.9020797,-77.0607409
PM03685460,00160093;00160863,3685460,Claridge House Cooperative: 950 25th Street Northwest,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,940 25TH ST NW; 950 25TH ST NW,CLARIDGE HOUSE CORPORATION INC; CLARIDGE H COOPERTVE,2,950 25th Street Northwest,Washington,DC,20037,1960,Multifamily Housing,Multifamily Housing,206433,373216,95,43.7,,78.4,,1357.1,3.6,13716.3,1709043,95035.3431,966000,,Whole Building,Whole Building,38.9021021,-77.05356939
PM03519359,0199_0065,3519359,St. Regis Washington DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,923 16TH ST NW,SELDAR DC HOLDING LLC,2,923 16 Street NW,Washington,DC,20006,1926,Hotel,Hotel,163249,205000,24,123.7,122.7,267.7,264.4,2438.3,11.9,10386,3960506,118479.9997,,,Whole Building,,38.90211204,-77.03609871
PM01620667,0675_0832,1620667,77 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,77 K ST NE,77 K STREET TOWER LLC,6,77 K Street NE suite 100,Washington,DC,20002,2008,Office,Office,346026,338929,90,55.2,55.2,167.7,167.5,2430.3,7.2,4113.7,5212280,9335.49945,,,Whole Building,Whole Building,38.90211582,-77.00638206
PM01419760,0028_0000,1419760,City Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,950 24TH STREET NW,COMMERCIAL CONDOS,2,950 24th St NW,Washington,DC,20052,1989,Residence Hall/Dormitory,Residence Hall/Dormitory,120431,157672,49,83.8,85.2,188.7,188.7,1315.5,8.3,8606.2,2227810,56093.44373,,,Whole Building,Whole Building,38.9021198,-77.0517741
PM01423276,0126_0062,1423276,1700 K St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1700-1730 K ST,COMMERCE BUILDING ASSOC & 1730 K ST ASSOC LLC,2,1700 K St NW,Washington,DC,20052,2005,Office,Office,401661,401661,82,59.3,59.7,186.1,187.4,3186,7.9,7564,6975420,,,,Whole Building,Whole Building,38.9021227,-77.0400489
PM02371512,0317_3086; 0343_0830,2371512,1050 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1050 K ST NW,1150 K STREET CONDOMINIUM,2,1050 K Street NW,Washington,DC,20001,2008,Office,Office,111618,153440,91,46,46,144.3,144.3,944,6.2,1836.3,2066723,,,,Whole Building,Whole Building,38.9021289,-77.0267476
PM03312996,0078_0039,3312996,2000 K,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2000 K ST NW,2000 K LLC,2,2000 K St NW,Washington,DC,20006,1986,Office,Office,313330,151028,100,0.5,0.5,1.5,1.5,9.8,0.1,2306.2,21547.4,,,,Whole Building,Whole Building,38.9021292,-77.0452259
PM03987935,0516_0894,3987935,Lyric,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0440 K ST NW,440 K STREET LLC,6,440 K Street NW,Washington,DC,20001,2013,Multifamily Housing,Multifamily Housing,229047,277121,90,38.7,38.7,91.4,91.4,1113.3,4,7048.6,1972547,39977.50755,,,Whole Building,Whole Building,38.9021319,-77.0173696
PM01070151,0285_0049,1070151,1200 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1200 K ST NW,1200 K ST I CO LLC,2,1200 K Street NW,Washington,DC,20005,1992,Office,Office,567863,429455,94,59.4,59.4,185.1,185.1,3391,7.9,4883.1,7386557,3239.870853,,,Whole Building,,38.90213258,-77.02864978
PM01597342,0126_0058,1597342,1750 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1750 K ST NW,MAPS 1750 K LLC,2,1750 K Street NW,Washington,DC,20006,1975,Office,Office,214618,180086,83,56.2,56.5,176.5,177.6,1355.5,7.5,2.7,2967611,,,,Whole Building,Whole Building,38.90214068,-77.04077861
PM01800460,0078_0847,1800460,2020 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2020 K ST NW,2020 K CORPORATION,2,2020 K Street N.W.,Washington,DC,20006,1976,Office,Office,504408,418749,77,66.9,66.9,210.1,210.1,3750.8,9,9862.2,8212029,,,,Whole Building,Whole Building,38.90214936,-77.04602883
PM04991700,0218_0824,4991700,Rhodium LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1420 K ST NW,RHODIUM LLC,2,1420 K Street NW,Washington,DC,20005,1985,Office,Office,64580,60720,38,88.9,88.9,279,279,722.3,11.9,3433.6,1581292,,,,Whole Building,Whole Building,38.90214959,-77.03281344
PM03306991,01850811;01850812;01850813;01850817,3306991,1600K St. NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1600 K ST NW; 16TH ST NW,1600 CAPITAL ASSOCIATES LLC,2,1600 K Street NW,Washington DC,DC,20006,1950,Office,Office,188178,93176,86,59.4,59,147.1,144.6,598.9,6.4,3943,1107226,17536.00041,,,Whole Building,Whole Building,38.9021571,-77.0369613
PM01071004,0218_0079,1071004,1400 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1400 K ST NW,TRIZECHAHN LLC - 1400 K STREET NW,2,1400 K Street NW,Washington DC,DC,20005,1982,Office,Office,292090,207188,89,49.4,48.9,155,153.4,1369.4,6.6,2236.3,2998110,,,,Whole Building,Whole Building,38.90218344,-77.03228197
PM00006768,0126_0057,6768,1776 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1776 K ST NW,1776 K STREET ASSOCIATES & RIDDELL PARTNERS,2,1776 K Street NW,Washington,DC,22202,1969,Office,Office,256839,213067,88,46.7,45.9,146.6,144.2,1427.3,6.7,3601.8,2915129,,,,Whole Building,Whole Building,38.90218881,-77.04123807
PM03989931,0185_0823,3989931,City Building - 1612 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1612 K ST NW,LEAF LLC,2,1612 K Street NW,Washington,DC,20006,1959,Office,Office,83495,79495,93,45.1,44.1,130.3,126.5,445.2,5.6,1123730.7,924796.4,4295.235365,,,Whole Building,Whole Building,38.90219141,-77.03753001
PM04189342,0086_0042,4189342,1990 K Street-SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1990 K ST NW,CONSORTIUM TWO 1990 K ST LLC,2,1990 K Street,Washington,DC,20006,1977,Office,Office,297949,269000,66,73.3,74.1,230.3,232.7,2640.9,9.8,6773.6,5782029,,,,Whole Building,Whole Building,38.90219236,-77.04455021
PM03230040,0039_0004,3230040,Milken Institute School of Public Health,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,950 NEW HAMPSHIRE AV,THE GEORGE WASHINGTON UNIVERSITY,2,950 New Hampshire Ave NW,Washington,DC,20052,2014,College/University,College/University,115000,152638,,99.2,96.1,265.7,256.1,1757.1,11.5,3113.6,3457867,33454.79619,,,Whole Building,Whole Building,38.90219653,-77.05107586
PM01401399,0199_0832,1401399,1500 K Street - The Southern Railway Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1500 K ST NW,1500 K STREET LLC,2,1500 K Street NW,Washington,DC,20005,1928,Office,Office,294234,293248,60,91.1,91.1,286,286,3575.5,12.2,7691.9,7828209,,,,Whole Building,Whole Building,38.90219699,-77.03486999
PM03989936,0218_0014,3989936,Jemal's Orme LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1424 K ST NW,JEMALS ORME LLC,2,1424 K Street NW DC,Washington DC,DC,20005,1905,Office,Office,51431,51400,93,46.6,47.3,106.8,107.6,242.2,4.7,1836.8,417586,9684.874536,,,Whole Building,Whole Building,38.90219791,-77.03293439
DC01990063,0199_0063,N/A,,,,12/31/2015,Exempt from this year's disclosure,1522 K ST NW,RLJ HP WASHINGTON DC LLC,,,Washington,DC,,1964,,Not Provided,,,,,,,,,,,,,,,,,38.9022076,-77.0357107
PM04377589,0218_3114,4377589,1430 K Street Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1430 K ST NW,1430 K STREET CONDOMINIUM,2,1430 K Street NW,Washington,DC,20005,2006,Office,Office,65823,78000,13,107.2,107.2,336.7,336.7,1119.5,14.4,738.6,2451094,,,,Whole Building,Whole Building,38.90222333,-77.0331131
PM01423975,0185_0042,1423975,1666 K St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1666 - 1632 K ST NW,1620 K LLC,2,1666 K St NW,Washington,DC,20006,1971,Office,Office,453352,293912,55,74.7,74.7,234.6,234.6,2939.2,10,7122.9,6434926,,,,Whole Building,Whole Building,38.90223469,-77.03770249
PM03639762,0560_0841,3639762,Carmel Plaza North Associates,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,200 K ST NW,MOW LLC,6,200 K Street NW,Washington,DC,20001,1987,Multifamily Housing,Multifamily Housing,171068,143518,,51.4,51.9,143,143.4,885.5,6.2,6462.4,1790635,12731.29352,,,Whole Building,Whole Building,38.90223675,-77.01419589
PM04007893,0016_2006,4007893,The Griffin Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0955 26TH ST NW,THE GRIFFIN CONDO,2,955 26th Street N.W.,Washington,DC,20037,1984,Multifamily Housing,Multifamily Housing,77638,77638,2,68,68,213.5,213.5,706.7,9.1,3643.8,1547301,,,,Whole Building,Whole Building,38.9022373,-77.0544523
PM01419693,0106_0048,1419693,1800 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1800 K ST NW,RAR2 1800 K ST NW DC INC,2,1800 K Street NW,Washington,DC,20006,1969,Office,Office,242124,224864,,40.6,40.3,127.3,126.6,1220.8,5.4,3236.2,2672771,,,,Whole Building,Whole Building,38.90223847,-77.04192554
PM04576132,0715_2974,4576132,111 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,111 K STREET NE,111 K STREET CONDO,6,111 K Street NE,Washington,DC,20002,2009,Office,Office,78549,84540,,62.3,62.3,195.6,195.6,704.9,8.3,2076.4,1543318,,,,Whole Building,Whole Building,38.90224352,-77.0056017
PM03487836,0343_0023,3487836,Embassy Suite Convention Center Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1000 K ST NW,1000 K LLC,2,900 10th street nw,Washington,DC,20001,2005,Hotel,Hotel,227934,266537,27,116.3,117.6,256.8,255.8,3033.9,11.4,15208.6,5034445,138277.004,,,Whole Building,Whole Building,38.90225132,-77.02620603
DC00280893,0028_0893,N/A,,,,12/31/2015,No report received,0925 25TH ST NW,925 LLC,2,,Washington,DC,,1959,,Not Provided,126522,,,,,,,,,,,,,,,,38.9023167,-77.0532895
PM04360735,5096_0826,4360735,Republic NAtional Distributing,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4235 SHERIFF RD NE,REPUBLIC NATL DISTRIBUTING COMPANY LLC,7,4235 Sheriff RD NE,Washington,DC,20019,1985,Distribution Center,Warehouse,146331,86352,7,77.5,77.5,170.7,170.7,653.4,7.6,1716.7,1081920,29983.20275,,,Whole Building,Whole Building,38.90232333,-76.94079534
DC01990066,0199_0066,N/A,,,,12/31/2015,Exempt from this year's disclosure,0905 16TH ST NW,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,2,,Washington,DC,,1959,,Not Provided,108205,,,,,,,,,,,,,,,,38.9024205,-77.0365163
DC02840044,0284_0044,N/A,,,,12/31/2015,Exempt from this year's disclosure,1201 - 1213 K ST NW,PACIFIC WASHINGTON DC CORPORATION,2,,Washington,DC,,1962,,Not Provided,140537,,,,,,,,,,,,,,,,38.9027763,-77.0286883
PM04007896,0749_0828,4007896,The Loree Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,250 K ST NE,UNION PLACE PHASE I LLC,6,250 K Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,307676,236905,93,35.6,35.7,100.5,99.9,1026.1,4.3,7618.9,2096395,12902.04094,,,Whole Building,Whole Building,38.90281016,-77.00244048
PM00027448,0085_0060,27448,The Millennium Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1909 K ST NW,NINA JO ASSOCIATES LLC,2,1909 K Street,Washington,DC,20006,1999,Office,Office,239437,242937,91,49.7,50.2,156,157.8,1616.1,6.7,3608.8,3538204,,,,Whole Building,Whole Building,38.90281745,-77.04408634
PM01257646,0074_0832,1257646,Professional Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2100 K ST NW,THE PROFESSIONAL ASSOCIATES,2,2100 K Street NW,Washington,DC,20037,1962,Office,Office,98658,71154,56,83.4,83.8,236.3,236.7,738.5,10.4,804.2,1487788,2124.408055,641976,,Whole Building,Whole Building,38.9028193,-77.0494997
PM03980627,0027_0819,3980627,2400 Pennsylvania AV NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2400 PENNSYLVANIA AV NW,S MARSH,2,2400 Pennsylvania Ave NW,Washington DC,DC,20037,1959,Multifamily Housing,Multifamily Housing,71934,72000,62,76.2,77.8,132.8,132.6,438.1,6.1,3652.3,532747.8,36677.17952,,,Whole Building,Whole Building,38.90283661,-77.05184238
PM02590129,1190_0078,2590129,1000 Thomas Jefferson Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1000 THOMAS JEFFERSON ST NW,1000 JEFFERSON ASSOCIATES,2,1000 Thomas Jefferson Street NW,Washington,DC,20007,1980,Office,Office,207744,154807,59,85.5,85.5,268.5,268.5,1772.4,11.4,3561.2,3880356,,,,Whole Building,Whole Building,38.90285148,-77.0606233
PM04508405,0316_0035,4508405,1101 K Street - DC Reporting,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 K ST NW,RG-1101 K LLC,2,1101 K Street,Washington,DC,20005,2006,Office,Office,453141,322448,77,68.4,68.4,212.9,212.9,2928.6,9.1,6532.8,6379810,2756.241166,,,Whole Building,Whole Building,38.90286804,-77.02741697
