pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,Ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,water_score_mf_properties,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM04390334,0376_0068,4390334,900 G,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,900 G ST NW,ASB MRP 900 G STREET LLC,2,900 G Street  NW,Washington,DC,20001,2014,Office,Office,102133,112635,63,70.6,70.6,221.6,221.6,881.9,7.8,3110.9,,2330078,,,,Whole Building,Whole Building,38.8981798,-77.0242964
PM01495933,0376_0823,1495933,901 F Street  NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0901 F ST NW,901 F LLC,2,901 F ST  NW,Washington,DC,20004,1869,Office,Office,172152,118044,74,52.9,52.9,166.2,166.2,693,5.9,5353.4,,1830826,,,,Whole Building,,38.89756764,-77.02431223
PM01326900,0376_0828,1326900,0975 F Street NW (Carroll Square),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,977 - 979 F ST NW,ST PATRICK'S CHURCH,2,975 F Street NW,Washington,DC,20004,2006,Office,Office,179929,187954,83,52.1,52.6,163.6,165.2,1086.6,5.8,4120.1,,2870817,,,,Whole Building,Whole Building,38.89764136,-77.0250236
PM04865660,0377_0038,4865660,999 E Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,999 E ST NW,999 E STREET OWNER LLC,2,999 E Street  NW,Washington,DC,20004,1930,Office,Office,183430,174072,70,93,95.5,215,215.4,1424.8,8.2,5341.7,,2862683,64259.82925,,,Whole Building,Whole Building,38.8963133,-77.0256486
PM02704668,0377_0040,2704668,The Pew Charitable Trusts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0901 E ST NW,THE PEW CHARITABLE TRUSTS CO INC,2,901 E Street NW,Washington,DC,20004,1989,Office,Office,345480,260064.8,77,66.1,67.7,207.5,212.6,1906.4,7.3,5910.5,,5036849,,,,Whole Building,Whole Building,38.89674159,-77.02417364
PM01146829,0377_0044,1146829,Jemal's Atlantic,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,950 F ST NW,JEMAL'S ATLANTIC LLC,2,950 F Street  NW,Washington,DC,20004,1887,Office,Office,297109,270818,62,79.7,79.7,250.3,250.3,2394.4,8.8,5508.1,,6326122,,,,Whole Building,Whole Building,38.89715142,-77.02527118
PM03685602,0377_0846,3685602,Courtyard Marriott Convention Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,0900 - 0908 F ST NW,900 F STREET ASSOCIATES LLC,2,900 F Street  NW,Washington,DC,20004,1891,Hotel,Hotel,128772,122548,100,29.3,,53.7,,268.4,2.2,8228.7,,,22523.86894,,,Whole Building,Whole Building,38.89707374,-77.02432854
DC03773099,0377_3099,N/A,,,,12/31/2017,No Report Received,0912 F ST NW,VENTANA CONDOMINIUM,2,0912 F ST NW,Washington,DC,20004,2006,Other,Other - Undetermined Property Type,71185,,,,,,,,,,,,,,,,,38.8973307,-77.0247046
PM04373068,0377_3119,4373068,Artisan Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0915 E ST NW,THE ARTISAN CONDO,2,915 E St NW,Washington,DC,20004,2007,Multifamily Housing,Multifamily Housing,120274,120274,56,61.9,63.4,129.9,131.5,611.5,5.1,8456.8,13,1093997,37178.61439,,,Whole Building,Whole Building,38.8964898,-77.0250247
PM06254160,0386_0001,6254160,370 L'Enfant,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0901 D ST SW,CIM URBAN REIT PROPERTIES V LLC,6,901 D Street  SW,Washington,DC,20024,1987,Office,Office,535757,407321,,41.9,42.8,124.2,124,1809.7,4.4,4091,,4582130,14184.4505,,,Whole Building,Whole Building,38.88506002,-77.02474986
PM01347061,0387_0868,1347061,950 L'Enfant Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0450 10TH ST SW,L'ENFANT COLONY LLC,6,950 L'Enfant Plaza  SW,Washington,DC,20024,1969,Office,Office,276288,314276,88,62,64.8,158.8,160.2,1849.7,5.9,4083,,4131447,53832.79959,,,Whole Building,Whole Building,38.8832663,-77.0254576
PM04866016,0387_087; 387_7001; 387_7002; 387_873; 435_7001; 435_7003,4866016,LEnfant Plaza Centre,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,429 L'Enfant Plaza  SW,LEnfant Plaza Centre,6,429 L'Enfant Plaza SW,Washington,DC,20024,1968,Office,Parking,203729,203729,,98,98.6,279.1,279.8,2053.7,10.1,2716.8,,5035368.5,27827.00143,,,Whole Building,Whole Building,38.88384,-77.02517
PM03353545,0387_0871,3353545,L Enfant Plaza - NORTH,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0400  10TH ST SW,POTOMAC REEK ASSOCIATES LP,6,955 L'Enfant Plaza  SW,Washington,DC,20024,1968,Office,Office,276288,326513,62,99.6,104,252.7,257.3,3065.1,9.4,4354.2,,6780311,93909.00382,,,Whole Building,Whole Building,38.8833855,-77.02428922
PM03353544,0387_7000; 0435_0837,3353544,L Enfant Plaza - EAST,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,0420 10TH ST SW; 0990  LENFANT PLAZA SW,L'ENFANT DC HOTEL LLC; POTOMAC CREEK ASSOCIATES LP,6,470/480/490 L'Enfant Plaza  SW,Washington,DC,20024,1971,Office,Mixed Use Property,605859,819867,,55.6,58.3,143.2,146.8,4344.8,5.3,9130,,9755712,122803.988,,,Whole Building,Whole Building,38.8838992,-77.0246739
PM03411637,0390_0053,3411637,NBL Associates,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,800 9TH ST SW,NBL ASSOCIATES LP,6,800 9th Street  SW,Washington,DC,20024,1987,Office,Office,160748,120838,82,68.1,68.6,213.9,215.3,913.3,7.6,2219.2,,2412839,,,,Whole Building,Whole Building,38.88059988,-77.02419373
PM04368842,0395_0055,4368842,Heritage at Shaw Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,801 - 811 R ST NW,LINCOLN WESTMORELAND PHASE II LP,6,1711 8th St NW,Washington,DC,20001,1978,Multifamily Housing,Multifamily Housing,59401,80000,63,43.9,43.9,138,138,390,4.9,6882.8,38,1030441,,,,Whole Building,Whole Building,38.913186,-77.023433
DC0396N0006,0396N_0006,N/A,,,,12/31/2017,No Report Received,801 RHODE ISLAND AVE NW,NEW BETHEL BAPTIST CHURCH,6,801 RHODE ISLAND AVE NW,Washington,DC,20001,1972,Other,Other - Undetermined Property Type,76847,,,,,,,,,,,,,,,,,38.91145633,-77.02373676
PM04219806,0398_0836; 0398_7001; 0398_7007,4219806,City Market at O Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1400 7TH ST NW; 0770  P ST NW; 0800  P ST NW,CITYMARKET AT O EAST AND WEST LLC,6,800 P Street NW,Washington,DC,20001,2014,Multifamily Housing,Mixed Use Property,399918,422493,30,70.8,73.1,176.7,179.1,2785.3,6.6,10527.2,89,6062993,92346.30464,,,Whole Building,Whole Building,38.90918,-77.02295
PM06367979,0398_7006,6367979,Cambria Suites Washington DC City Market,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0899  O ST NW,CITY MARKET  HOTEL DEVELOPMENT LLC,6,899 O Street NW,Washington,DC,20001,2014,Hotel,Hotel,80361,112390,57,89.9,90.4,211.9,213.5,901.8,8,6623.5,,1852434,37783.6803,,,Whole Building,Whole Building,38.908747,-77.023718
PM04880468,0398_7011,4880468,The Hodge on 7th,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1490  7TH ST NW,LIHTC SENIOR HOUSING LLC,6,1490 7th Street  NW,Washington,DC,20001,2014,Multifamily Housing,Multifamily Housing,62921,87604,62,41.7,44.2,110.1,113.4,354.6,4,2372.4,64,814474.1,8722.602066,,,Whole Building,Whole Building,38.909423,-77.022138
PM03351507,0403_0836; 0403_0837,3351507,9671p-Washington DC Renaissance,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0999 9TH ST NW; 0801 I ST NW,SUNTONE K9 LLC; TMG 801 EYE STREET LLC,2,999 9th Street Nw,Washington,DC,20001,1997,Senior Care Community,Hotel,884203,715000,66,67,67.6,170,170.7,4514.5,6.3,29186,,9991332,137964.004,,,Whole Building,Whole Building,38.901482,-77.023681
PM03353557,0403_0837,3353557,801 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0801 I ST NW,TMG 801 EYE STREET LLC,2,801 Eye Street  NW,Washington,DC,20001,1991,Office,Office,541425,342799,71,91.7,91.7,288.1,288.1,3488.5,10.2,6656.3,,9216685,,,,Whole Building,Whole Building,38.90113817,-77.02324731
PM03353556,0403_0838,3353556,800 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,0800 K ST NW,TMG 800 K STREET LLC,2,800 K Street  NW,Washington,DC,20001,1989,Office,Office,495847,473143,98,34.8,34.8,109.4,109.4,1828.5,3.9,2350.5,,4831032,,,,Whole Building,Whole Building,38.90180377,-77.02247845
PM01069664,0403_0839,1069664,0900 Seventh Street NW (IBEW),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,900 7TH ST NW,IBEW HEADQUARTERS BUILDING LLC,2,900 Seventh Street NW,Washington,DC,20005,2004,Office,Office,300218,318853,79,61.9,61.9,194.3,194.3,2188.4,6.9,8511.2,,5781961,,,,Whole Building,Whole Building,38.90115602,-77.02227684
PM01779473,0404_0816,1779473,801 9th Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0801 9TH ST NW,N S P VENTURES CORPORATION,2,801 9th Street NW,Washington,DC,20001,1999,Office,Office,248052,238127,84,59.1,60.2,185.7,188.9,1562.3,6.6,4571.4,,4127552,,,,Whole Building,Whole Building,38.90038608,-77.02361942
PM06247638,0404_0817,6247638,American Public Health Association,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0800 I ST NW,AMERICAN PUBLIC HEALTH ASSOC,2,800 I St NW,Washington,DC,20001,1999,Office,Office,61006,62466,85,43.7,44.5,137.2,139.7,302.7,4.8,236.5,,799872.4,,,,Whole Building,Whole Building,38.90067469,-77.02324969
PM03788558,0405_0024,3788558,Edison Place DDOE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,0701 9TH ST NW,BFP 701 9TH CO LLC,2,701 9th Street  NW,Washington,DC,20001,2001,Office,Office,383813,398837,85,56.8,58.1,178.4,182.4,2514.3,6.3,7906733.1,,6642771,,,,Whole Building,Whole Building,38.89933221,-77.02320242
PM01378102,0405_0026,1378102,799 9th street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0799 9TH ST NW,BOP 799 9TH LLC,2,799 9th street N.W.,Washington,DC,20001,2001,Office,Office,215686,210645,86,47.5,47.5,149.1,149.1,1109.6,5.3,3574.4,,2931525,,,,Whole Building,Whole Building,38.89964905,-77.0232935
DC04060026,0406_0026,N/A,,,,12/31/2017,No Report Received,505 9TH ST NW,500 8TH STREET PR LLC,2,505 9TH ST NW,Washington,DC,20004,2007,Other,Other - Undetermined Property Type,302601,,,,,,,,,,,,,,,,,38.89653301,-77.02325138
PM01436368,0407_0815,1436368,Market Square North,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0401 9TH ST NW,SQUARE 407 LIMITED PARTNERSHIP,2,401 9th Street  NW,Washington,DC,20004,2000,Office,Office,475190,475190,83,53.3,Not Available,167.3,,2808.7,5.9,4481.6,,7417412.2,,16698,,Whole Building,Whole Building,38.8954779,-77.0238011
PM04007903,0407_3046,4007903,The Lexington at Market Square I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0400 8TH ST NW,THE LEXINGTON II CONDOMINIUM,2,400 8th Street NW,Washington,DC,20004,1999,Multifamily Housing,Multifamily Housing,111029,99672,18,64.3,66,157.3,156.7,588.1,5.9,3829.6,31,1254493,21324.8186,,,Whole Building,Whole Building,38.8950239,-77.0232794
PM06277195,0408_0837; 0408_3037; 0408_0836; 0408_3036,6277195,701 Pennsylvania Avenue NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,0701 PENNSYLVANIA AV NW; 0701 PENNSYLVANIA AVE NW; 801 PENNSYLVANIA AVE NW; 0801 PENNSYLVANIA AVE NW,COLUMBIA REIT - MARKET SQUARE EAST AND WEST LLC; RESIDENCES AT MARKET SQ EAST,2,701 Pennsylvania Avenue NW,Washington,DC,20004,1990,Office,Office,1271648,532128,74,56.4,56.4,177,177,3328,6.3,10302,,8792612,,,,Whole Building,Whole Building,38.8946642585085; ,-77.0221300364665; 
PM03365844,0414_0831,3365844,Jefferson Middle School Academy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,801 7TH STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,801 7TH STREET SW,Washington,DC,20024,1940,K-12 School,K-12 School,,109000,36,80.1,90.7,141.4,151.3,636.5,5.8,,,875624.9,57431.75575,,,Whole Building,,38.87987093,-77.02291066
PM04557743,0417_0053,4557743,HURB1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1840 7TH ST NW,HOWARD UNIVERSITY,1,1840 7th Street NW,Washington,DC,20001,1996,Laboratory,Laboratory,53568,50025,,56,57.9,148.2,152.9,272.6,5.4,5706,,627470.2,6605.628965,,,Whole Building,Whole Building,38.91478801,-77.02218945
PM03365780,0417_0808,3365780,Cleveland Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1825 8TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1825 8TH STREET NW,Washington,DC,20001,1912,K-12 School,K-12 School,,53000,35,68.7,73.5,163.2,168.2,326.9,6.2,,,676865,13315.39037,,,Whole Building,,38.91514529,-77.02270718
PM03795742,0419_0036,3795742,New Lincoln Westmoreland LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,1726-1734  7TH ST NW,LINCOLN-WESTMORELAND HOUSING,6,1730 7th St  NW,Washington,DC,20001,1972,Multifamily Housing,Multifamily Housing,100794,124702,,56.2,57.4,121.4,122.7,587.3,4.7,10048,,1091521,32782.28935,,,Whole Building,Whole Building,38.9135461,-77.0221286
PM04794008,0421_0068,4794008,Jefferson Marketplace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1550 7TH ST NW,JMP APARTMENTS LLC,6,1550 7th Street NW,Washington,DC,20001,2014,Multifamily Housing,Multifamily Housing,285121,266168,49,43.3,43.4,132.3,132.5,1251.2,4.7,8051,78,3242287,4524.518971,,,Whole Building,Whole Building,38.9103866,-77.0221427
PM06235419,0423_0018,6235419,1330 7th Street: 1330 7th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1330 7TH ST NW,1330 SEVENTH STREET LIMIITED PARTNERSHIP,6,1330 7th Street Northwest,Washington,DC,20001,1974,Multifamily Housing,Multifamily Housing,145200,145200,30,75.2,77,152.6,151.4,875.6,6,13107.4,6,1499313,58015.85232,,,Whole Building,Whole Building,38.90834315,-77.02219889
PM04376458,0424_0027,4376458,McCollough Terrace Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,1210 - 1220 7TH ST NW,UNITED HOUSE PRYR ALL PEOPLE CH RCK APOS,6,1210-1220 7th Street NW,Washington,DC,20001,1991,Multifamily Housing,Multifamily Housing,85571,85571,,9.9,9.9,25.9,26,81.8,1,7867.3,1,186631,2104.788503,,,Whole Building,Whole Building,38.9068947,-77.0220787
PM01446135,0428_0020,1446135,810 7th St N.W.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0810 7TH ST NW,810 SEVENTH AVENUE SPE LLC,2,810 7th St N.W.,Washington,DC,20001,1991,Office,Office,405885,282901,89,67.1,67.7,210.5,212.7,2104.3,7.4,5468.5,,5559652,,,,Whole Building,Whole Building,38.90063284,-77.02220151
PM03999748,0429_0836,3999748,Calvary Baptist Church,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,755 8TH ST NW,CALVARY BAPTIST CHURCH EXTENSION ASSN & CALVARY BAPTIST CHURCH CONGREG,2,755 8th St NW,Washington,DC,20001,1868,Worship Facility,Mixed Use Property,60904,63975,,55.7,58.4,150.2,154.7,351.7,5.5,740.9,,822992.5,7568.399834,,,Whole Building,Whole Building,38.8995958,-77.0225973
PM03529495,0429_0838,3529495,Portrait Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,701 8TH ST NW,REGENCY PORTRAIT LLC,2,701 8th Street  NW,Washington,DC,20001,2005,Office,Office,111026,154799,81,52.1,52.1,163.7,163.7,895,5.8,2452.3,,2364649,,,,Whole Building,Whole Building,38.89900852,-77.0226566
DC04310013,0431_0013,N/A,,,,12/31/2017,No Report Received,425 8TH ST NW,THE LANSBURGH,2,425 8TH ST NW,Washington,DC,20004,1993,Other,Other - Undetermined Property Type,507385,,,,,,,,,,,,,,,,,38.895654,-77.022662
PM03920134,0431_0013,3920134,The Lansburgh,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,425 8TH ST NW,THE LANSBURGH,2,425 8th Street NW,Washington,DC,20004,1991,Multifamily Housing,Multifamily Housing,507385,507385,4,74.9,74.9,206.6,206.6,3814.4,7.5,16941.5,42,9104372,69373.3478,,,Whole Building,Whole Building,38.895654,-77.022662
PM03989383,0441_2541,3989383,Progression Place Office,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1805 7TH ST NW,PROGRESSION PL OFFICE,1,1805 7th Street  NW,Washington,DC,20001,2011,Office,Office,106080,98425,43,73.7,74,231.3,232.4,804.3,8.2,1786.9,,2125103,,,,Whole Building,Whole Building,38.9144434,-77.0214983
PM03468298,0444_0810,3468298,asbury dwellings,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1616 MARION ST NW,ASBURY DWELLINGS INC,6,1616 marion street nw,Washington,DC,20001,1908,Multifamily Housing,Multifamily Housing,128015,119316,36,86.2,91.4,142.7,148,718.6,6,5545.7,38,873477,73050.00202,,,Whole Building,Whole Building,38.91209084,-77.02158015
PM03412228,0446_0802,3412228,Kennedy Rec Ctr,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1401 7TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1401 7TH STREET NW,Washington,DC,20001,2003,Other - Recreation,Other - Recreation,,18000,,94.8,100.7,234.3,240.8,157.7,8.8,,,339927,5474.059914,,,Whole Building,,38.90899011,-77.02153646
PM03858763,0447_0039,3858763,GIBSON PLAZA APARTMENTS,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,1301 7TH ST NW,FIRST RISING MOUNT ZION CHURCH,6,1301 7TH STREET NW,Washington,DC,20001,1972,Multifamily Housing,Multifamily Housing,228530,220338,,,,,,,,12936.1,,1532972,,,,Whole Building,Whole Building,38.9079563,-77.0216437
PM03298389,0447_0041; 0448_0112; 0481_0023,3298389,Washington Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1300 - 1312 6TH ST NW; 1205 7TH ST1/2 NW; 1200 - 1210 6TH ST NW,WASHINGTON APARTMENT LP,6,1204 5th Street  NW,Washington,DC,20001,1977,Multifamily Housing,Multifamily Housing,225735,262000,81,30.9,30.9,97,97,897.5,3.4,11253.7,68,2371329,,,,Whole Building,Whole Building,38.90702337,-77.01956253
PM03412548,0447_0888,3412548,New Endeavors by Women,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,611 N STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,Washington,DC,20001,2012,Residence Hall/Dormitory,Other - Undetermined Property Type,,13328.8,,60.1,60.6,178.3,179.8,85,6.4,,,215409,657.290043,,,Whole Building,,38.90747184,-77.02055934
PM04020144,0448_0111,4020144,McCollough Canaanland Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,1202 - 1216 6TH ST NW,BISHOP S C MADISON TRUSTEE,6,1202-1216 6th street  NW,Washington,DC,20001,1975,Multifamily Housing,Multifamily Housing,82800,82800,,14.7,15.3,21.9,22.7,79.4,1,6326.3,8,75891,9543.85194,,,Whole Building,Whole Building,38.9057386,-77.019924
