Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
SHORE PLAZA EAST - 730 BORDER ST: 26850520011,Compliant,Multifamily Housing,730 Border St.,02128,12000,7,,,Multifamily Housing,1975,6.4,0.5,83841.6,1.000042837,,,328.26,,,,103678000,"2015, 2016, 2017, 2018, "
Adams Village (Whole Building Data): 735 Adams Street (Whole Building Tracking),Compliant,Multifamily Housing,735 Adams Street,02122,41395,49.9,83,,Multifamily Housing,1968,128.3,3.1,2066288.3,0.381640864,0.61837497,,26.93,,,,16034577000,"2017, 2018, "
Haynes House,Compliant,Multifamily Housing,735 Shawmut Ave,02119,138710,66.5,62,,"Multifamily Housing, Parking",1974,554.1,4,9228977.6,0.294083363,0.705928809,,48.77,,,,902160000,"2015, 2016, 2017, 2018, "
St. Elizabeth Medical Center,Compliant,Hospital (General Medical & Surgical),736 Cambridge Street,02135,651000,205.3,95,,Hospital (General Medical & Surgical),1960,7897.6,12.1,133673401.9,0.25330402,0.746706463,,42.45,,,,2101836000 2101835100,"2014, 2015, 2016, 2017, 2018, "
JOKAM,Compliant,Office,74 Lawley Street,02122,45724,Not Available,,,Office,1935,Not Available,Not Available,Not Available,,,,1.5,,,,1602618000,"2016, 2017, 2018, "
740 East Seventh Street LTD,Compliant,Multifamily Housing,740 East Seventh Street,02127,30000,54.4,100,,Multifamily Housing,1967,87,2.9,1632117.8,0.007118568,0.992881756,,27.03,,,,604127000,"2017, 2018, "
741 East Sixth Street,Compliant,Multifamily Housing,741 East Sixth Street,02127,33000,34.6,100,,Multifamily Housing,1967,61.3,1.9,1142068.4,0.024752978,0.975248066,,32.79,,,,604127001,"2017, 2018, "
745 Atlantic Ave,Compliant,Office,745 Atlantic Ave,02111,194417,84,85,"2017, 2016, 2015","Office, Parking",1988,1252,6.4,16329511.1,1.000041395,,,7.45,,,,305355000,"2014, 2015, 2016, 2017, 2018, "
745,Compliant,Mixed Use Property,745 Boylston Street,02116,394000,5,,,"Office, Parking, Restaurant, Retail Store",1988,132.4,0.3,1983670.6,0.57802849,0.421995471,,12.57,,,,503207100,"2015, 2017, 2018, "
PERRY,Municipal ,K-12 School,745 E. Seventh St.,02127,38774,52.8,98,,K-12 School,1904,115.9,3,2048870.9,0.145639514,0.854366571,,Not Available,,,,702684000,"2016, 2017, 2018, "
745 East Sixth Street,Compliant,Multifamily Housing,745 East Sixth Street,02127,33000,41.7,100,,Multifamily Housing,1967,73.2,2.2,1375384.1,0.004860014,0.99514021,,32.52,,,,604128000,"2017, 2018, "
745-755 Commonwealth Avenue,Compliant,College/University,745-755 Commonwealth Avenue,02215,114978,177.3,,,College/University,1947,1198.9,10.4,20388302.1,0.260627978,0.739382812,,1.11,,,,25887291000,"2014, 2015, 2016, 2017, 2018, "
Engine 28,Municipal ,Fire Station,746 Centre St,02119,13424,89.1,,,Fire Station,2000,72.4,5.4,1196441.7,0.313328293,0.68668454,,Not Available,,,,1901314000,"2016, 2017, 2018, "
75 Amory LLC,Compliant,Office,75 Amory Street,02119,36000,51.4,88,,Office,1900,127.2,3.5,1851193.4,0.661316583,0.338710874,,5.45,,,,1101201001,"2016, 2017, 2018, "
75 Arlington Street,Compliant,Office,75 Arlington Street,02116,269327,34.7,97,2016,"Office, Other, Restaurant",1913,717.6,2.7,9358959.1,1.000041395,,,9.32,,,,501151000,"2014, 2015, 2016, 2017, 2018, "
JP Center,Compliant,Supermarket/Grocery Store,75 Bickford Street,02130,72450,167.3,,,"Medical Office, Parking, Supermarket/Grocery Store",1996,828.4,11.4,12122421.3,0.646335569,0.35369119,,86.47,,"This site has two separate uses with a shared parking lot.  The larger use is Supermarket, and smaller building is used as medical office with clinic.  .",,1001850010,"2016, 2017, 2018, "
Eco Brainerd LLC,Compliant,Multifamily Housing,75 Brainerd Rd,02134,67527,49.7,91,,Multifamily Housing,2014,219.2,3.2,3352842.2,0.52004066,0.479980829,,31.17,,,,"2101529000, 2101531000","2017, 2018, "
75-85 East Newton Street (Evans)  E Building,Compliant,Laboratory,75 East Newton Street,02118,180366,199.6,,,Laboratory,1972,2554,14.2,35996553.8,0.533026572,,0.466995482,57.21,,,,801405000,"2014, 2015, 2016, 2017, 2018, "
PHS-BWH Main Campus,Compliant,Hospital (General Medical & Surgical),75 Francis Street,02115,2138279,237.9,42,,Hospital (General Medical & Surgical),1910,41683.11471,19.49376798,508661282.6,0.507212407,,0.492808585,27.12,,,,401896000,"2014, 2015, 2016, 2017, 2018, "
Eversource Energy Sta 53,Compliant,Energy/Power Station,75 High Street,02110,60195,Not Available,,,Energy/Power Station,2000,0,0,Not Available,,,,0.24,,This property is an electric substation owned and operated by Eversource.  Electricity use is not metered and there is no natural gas use.,,304385000,"2016, 2017, 2018, "
Eversource Energy Sta 514,Compliant,Energy/Power Station,75 Kingston Street ,02111,82353,Not Available,,,Energy/Power Station,1988,0,0,Not Available,,,,0.2,,This property is an electric substation owned and operated by Eversource.  Electricity use is not metered and there is no natural gas use.,,304520000,"2015, 2016, 2017, 2018, "
75 Kneeland St,Compliant,Office,75 Kneeland St,02111,226320,96.1,65,,"Office, Restaurant",1928,1445.6,6.4,21755159.3,0.56604821,0.433975221,,11.63,,,,305237000,"2014, 2015, 2016, 2017, 2018, "
MP/ORC,Municipal ,K-12 School,75 Malcolm X Boulevard,02120,909764,69.2,17,,"K-12 School, Swimming Pool",1972,3998.8,4.4,62920969.9,0.443139304,0.556879037,,Not Available,,,,902980000,"2016, 2017, 2018, "
CharlesNewtown - Building D,Compliant,Multifamily Housing,75 Old Ironsides Way,02129,23260,142.1,7,,"Multifamily Housing, Parking",1971,190.4,8.2,3304256.1,0.191363558,0.80864435,,31.63,,,,202734000,"2015, 2016, 2017, 2018, "
Landmark Square,Compliant,Multifamily Housing,75 Peterborough Street,02115,204157,75.6,85,,"Multifamily Housing, Parking",2000,873.5,4.3,15426681.8,0.148932891,0.851073278,,49.37,,,,504311000,"2015, 2016, 2017, 2018, "
CityView at Longwood - 29357,Compliant,Multifamily Housing,75 Saint Alphonsus St.,02120,309959,64,93,,"Multifamily Housing, Parking",1970,1149.8,3.7,19844722.1,0.204730987,0.795277489,,43.25,,"2016-1  Water decreased use aligns with resident submetering installation (apr-2016).
2015-1  Co-gen plant operation began April 2015.
2014-1  Gross floor area reflects Assessor's living area less partially-enclosed parking sf.  Assumed outdoor parking not included in living area sf.",,1000016000,"2015, 2016, 2017, 2018, "
75 State Street,Compliant,Mixed Use Property,75 State Street,02109,813261,62.2,89,"2018, 2017, 2016, 2015, 2013, 2012, 2010, 2009, 2008","Financial Office, Office, Other, Other - Restaurant/Bar, Parking, Retail Store",1987,3876.8,4.8,50563165.2,1.000041391,,,13.44,,,,303860000,"2014, 2015, 2016, 2017, 2018, "
PHS-MGH-CNY 75,Compliant,Laboratory,75 Thirteenth St.,02129,51880,356.6,,,Laboratory,1848,509.8453833,9.827397519,18503004.2,0.481196063,0.518823863,,26.83,,,,203510155,"2014, 2015, 2016, 2018, "
Gatehouse 75,Compliant,Multifamily Housing,75 W School St,02129,117921,71.8,15,,"Multifamily Housing, Parking",2013,573.8,4.9,8470103.3,0.621222802,0.378802902,,26.44,,"There are three different water meters on the property, so we reported them separately instead of as one meter. WAgt280001 refers to meter #70263683, WAgt280002 refers to the fireline, and WAgt280003 refers to meter #70263683.",,202360000,"2016, 2017, 2018, "
RUSSELL,Municipal ,K-12 School,750 Columbia Rd.,02125,53585,78.6,85,,K-12 School,1903,234.5,4.4,4214009.2,0.10786846,0.892136032,,Not Available,,,,702963000,"2016, 2017, 2018, "
750 Dorchester Ave Condo Association,Compliant,Mixed Use Property,750 Dorchester Ave,02125,71540,57.4,,,"Medical Office, Office, Other, Vocational School",2009,276,3.9,4104744.2,0.599152053,0.400872783,,4.47,,,,43566,"2018, "
750 Harrison Avenue,Compliant,Medical Office,750 Harrison Avenue,02118,56487,308.3,3,,Medical Office,1918,1173.3,20.8,17413319.5,0.11462436,,0.885380395,17.72,,,,801405000,"2014, 2015, 2016, 2017, 2018, "
Ruggles Shawmut,Compliant,Multifamily Housing,750 Shawmut Ave,02119,40425,61.3,64,,Multifamily Housing,1940,149.6,3.7,2479076.4,0.307614564,0.692398195,,47.38,,,,0902454000; 0902455000; 0902456000,"2017, 2018, "
75-101 Federal Street,Compliant,Office,75-101 Federal Street,02110,888478,63.7,75,"2017, 2016, 2015, 2014, 2012, 2009","Bank Branch, Data Center, Office, Parking",1929,4302.2,4.8,56638489.2,0.941987777,0.008811669,0.049239539,10.62,,"This property has two Boston parcel IDs.

0304198000
0304199000

Thank-you.

",,304199,"2014, 2015, 2016, 2017, 2018, "
Finland Building,Municipal ,Urgent Care/Clinic/Other Outpatient,754 Albany Street,02118,97268,Not Available,,,Urgent Care/Clinic/Other Outpatient,2000,Not Available,Not Available,Not Available,,,,Not Available,,,,801067020,"2016, 2017, 2018, "
"755 Boylston, LLC",Compliant,Multifamily Housing,755 Boylston Street,02116,54384,Not Available,,,"Multifamily Housing, Restaurant",1860,Not Available,Not Available,Not Available,,,,Not Available,,,,503207200,"2015, 2016, 2017, 2018, "
Smith Senior Residence,Compliant,Multifamily Housing,757 Shawmut Avenue,02119,103792,66.1,69,,Multifamily Housing,1973,423.2,4.1,6864412,0.362408882,0.637606112,,39.53,,,,902505000,"2016, 2017, 2018, "
Warehouse,Compliant,College/University,76 Atherton Street,02115,140197,41.8,,,College/University,1910,330.7,2.4,5866796,0.138223586,0.861782156,,1.14,,,,1101222000,"2014, 2015, 2016, 2017, 2018, "
Sumner Hill House Condos: Sumner Hill House Condos,Compliant,Multifamily Housing,76 Elm Street,02130,95501,44.1,94,,Multifamily Housing,1985,257.2,2.7,4206940.1,0.340609824,0.659404247,,27.77,,"Double pane windows, Sonifil White Roof - Asphalt Roof and Slate Roof ---- Boiler upgraded in 2016",,1901237000,"2016, 2017, 2018, "
Sumner Hill House,Compliant,Multifamily Housing,76 Elm Street,02130,57080,10.7,,,Multifamily Housing,1926,46.6,0.8,608166.4,1.000041643,,,46.59,,,,1901237000,"2016, 2017, 2018, "
6012-Boston,Compliant,Retail Store,760 Boylston St,02199,124779,78.2,73,,Retail Store,2000,640.8,5.1,9761656.9,0.531914986,0.468107024,,27.89,,This building is one part of a larger parcel,,401037100,"2014, 2015, 2016, 2017, 2018, "
Boylston and Gloucester LLC,Compliant,Retail Store,761 Boylston Street,02116,55720,298.3,,,"Restaurant, Retail Store",1905,1075.5,19.3,16619965.5,0.492203438,0.507816936,,114.28,,,,503210000,"2015, 2017, 2018, "
James and Harrison Court Apartments,Compliant,Multifamily Housing,761 Harrison Ave,02118,160836,83.8,11,,"Multifamily Housing, Parking",2014,908.3,5.6,13476371.6,0.606339737,0.393685345,,6.83,,"This property has a second address: 45 East Newton St, Boston, MA 02118",,801401300,"2015, 2018, "
765 Commonwealth Avenue,Compliant,College/University,765 Commonwealth Avenue,02215,167671,181.2,,,College/University,1964,1819.5,10.9,30379715,0.310490628,0.689522219,,1.1,,,,25887291000,"2014, 2015, 2016, 2017, 2018, "
New Research Building (NRB),Compliant,Laboratory,77 Avenue Louis Pasteur,02115,562781,331.3,,,"Laboratory, Parking",2003,13178.8,23.4,186431508.2,0.42273969,0.003847526,0.573430281,51.72,,"The Medical Area Total Energy Plant (MATEP) on Brookline Ave., Boston supplies Steam to the NRB. NSTAR provides electrical service. NRB building operates a 24/7 critical environment laboratory for scientfic research.  ",,401849000,"2014, 2015, 2016, 2017, 2018, "
MA036_Avalon Exeter,Compliant,Multifamily Housing,77 Exeter Street,02116,268850,48.8,40,,Multifamily Housing,2014,923.6,3.4,13122092.3,0.733097062,0.266933268,,20.06,,Building first occupied April 2014,,401037085,"2015, 2016, 2017, 2018, "
KING,Municipal ,K-12 School,77 Lawrence Ave.,02121,113462,45.2,97,,K-12 School,1937,294.3,2.6,5131664.1,0.179640337,0.820367077,,Not Available,,,,1400313000,"2016, 2017, 2018, "
the finch group 77,Compliant,Other,77 n washington st,02114,121003,Not Available,,,Other,1900,Not Available,Not Available,Not Available,,,,1.79,,,,301509000,"2017, 2018, "
Brighton Marine Health Center,Compliant,Medical Office,77 Warren Street,02135,204504,91.5,,,Medical Office,1938,1159.6,5.7,18715192.7,0.354113809,0.621960408,,12.47,,,,2101829500,"2016, 2017, 2018, "
MA042_Avalon Prudential Center 1,Compliant,Multifamily Housing,770 Boylston Street,02199,286043,86.9,16,,Multifamily Housing,1968,1720.9,6,24869690.2,0.272411206,,0.727600065,34.22,,,,401037075,"2015, 2016, 2017, 2018, "
771 Commonwealth Avenue,Compliant,Library,771 Commonwealth Avenue,02215,218657,156.9,,,Library,1966,1990.2,9.1,34314415,0.223840417,0.776168848,,1.1,,,,25887291000,"2014, 2015, 2016, 2017, 2018, "
"Mandarin Oriental, Boston",Compliant,Multifamily Housing,772-776 Boylston Street,02199,452336,137.5,1,,"Bar/Nightclub, Hotel, Multifamily Housing, Other - Mall, Restaurant, Social/Meeting Hall",2006,4402.9,9.7,62176478.4,0.539098913,0.085545064,0.373713719,36.74,,,,0401037810 0401037920,"2015, 2016, 2017, 2018, "
775 Commonwealth Avenue,Compliant,College/University,775 Commonwealth Avenue,02215,202105,157.6,,,College/University,1963,1864.6,9.2,31855432,0.248246106,0.751764172,,79.92,,,,25887291000,"2014, 2015, 2016, 2017, 2018, "
Federal Express Building,Compliant,Distribution Center,775 Summer Street,02109,97000,Not Available,,,"Distribution Center, Office",1995,Not Available,Not Available,Not Available,,,,5.93,,,,603405000,"2015, 2016, 2017, 2018, "
UniFirst Corporation,Compliant,Manufacturing/Industrial Plant,78 - 80 East Cottage Street,02125,45000,52.6,,,Manufacturing/Industrial Plant,1937,181.3,4,2365061.4,1.000041442,,,312.11,,,,703638000,"2016, 2017, 2018, "
78 & 84 Gainsborough St,Compliant,Multifamily Housing,78 Gainsborough St,02115,55280,2.3,,,Multifamily Housing,1984,9.8,0.2,127465.5,1.000041479,,,3520.48,,,,401647000,"2018, "
LATIN,Municipal ,K-12 School,78 Louis Pasteur Ave.,02115,336545,67.3,60,,K-12 School,1922,1332.2,4,22647121.8,0.24244574,0.757564303,,Not Available,,,,401846000,"2016, 2017, 2018, "
Arnold Hall,Voluntary,College/University,78 Pilgrim Road,02215,22000,30.2,,,College/University,1951,50.9,2.3,663447.7,1.000041518,,,26.36,,,,402013000,"2018, "
Westland Ave Apts: 72-78 Westland Ave,Compliant,Multifamily Housing,78 Westland Ave,02115,56520,40.9,100,,Multifamily Housing,1900,129.2,2.3,2313521.5,0.115393767,0.884611019,,34.86,,,,401507000,"2017, 2018, "
MA041_Avalon Prudential Center 2,Compliant,Multifamily Housing,780 Boylston Street,02199,287111,82.4,22,,Multifamily Housing,1968,1637.3,5.7,23643986.4,0.277342117,,0.722669359,31.77,,,,401037050,"2015, 2016, 2017, 2018, "
780 Columbus Avenue,Compliant,College/University,780 Columbus Avenue,02115,40273,88.5,,,College/University,1912,222.2,5.5,3565996,0.390396901,0.609619295,,49.32,,,,901364000,"2017, 2018, "
778-780 Harrison Avenue R (10 Stoughton),Compliant,Laboratory,780 Harrison Avenue,02118,120633,150.5,,,Laboratory,1959,1360.4,11.3,18153121.6,1.000041395,,,42.76,,,,801403000,"2014, 2015, 2016, 2017, 2018, "
Palmer Dixon Courts,Compliant,Fitness Center/Health Club/Gym,780 Soldiers Field Rd,02134,44232,70.3,,,Fitness Center/Health Club/Gym,1964,209.7,4.7,3109442.4,0.102442082,,0.89756218,1.43,,,,2200533000,"2015, 2016, 2017, 2018, "
785 Commonwealth Avenue (1 University Road),Compliant,College/University,785 Commonwealth Avenue (1 University Road),02215,54767,104.5,,,College/University,1931,341.9,6.2,5724390.7,0.302696986,0.697315558,,10.53,,,,2100392000,"2014, 2015, 2016, 2017, 2018, "
Granite Lena Park - 2 Abbot St,Compliant,Multifamily Housing,786 Blue Hill Avenue,02124,25200,78.5,80,,Multifamily Housing,1920,113.5,4.5,1976983.5,0.182557142,0.81745044,,52.38,,,,1401933000,"2015, 2016, 2017, 2018, "
"06630-Boston, MA (Prudential Center)",Compliant,Retail Store,786 Boylston Street,02199,110000,108.8,54,,Retail Store,2000,895.9,8.1,11962551.3,0.827549886,0.00042633,0.172058029,15.16,,This site is part of a larger parcel,,401037100,"2014, 2015, 2016, 2017, 2018, "
73-79 Essex Street,Compliant,Office,79 Essex Street,02111,65240,13.8,,,Office,1907,68.9,1.1,898393.2,1.000041564,,,0.24,,,,304449000,"2017, 2018, "
79 Gainsborough St,Compliant,Multifamily Housing,79 Gainsborough St,02115,37120,1.9,100,,Multifamily Housing,1984,5.3,0.1,68799.6,1.000041045,,,2650.85,,,,401599000,"2018, "
3 PO Square,Compliant,Office,79 Milk Street,02110,64879,129,40,,Office,1905,524.8,8.1,8367706.1,0.407632271,0.592384606,,12.99,,,,304673000,"2015, 2016, 2017, 2018, "
Harvard Stadium,Compliant,Stadium (Open),79 North Harvard Street,02134,351745,35.2,,,Stadium (Open),1903,749.3,2.1,12366824.4,0.317446636,0.682566509,,Not Available,,,,2200533000,"2014, 2015, 2016, 2017, 2018, "
79 Walnut Park (Wardman),Compliant,Multifamily Housing,79 Walnut Park,02119,15776,89.2,,,Multifamily Housing,1920,81.3,5.2,1407190.4,0.198838139,0.801170218,,50.49,,,,1101618000,"2015, 2016, 2017, 2018, "
MA040_AVA Back Bay,Compliant,Multifamily Housing,790 Boylston Street,02199,291222,88.1,41,,Multifamily Housing,1968,1711.3,5.9,25651040.4,0.119116678,0.068434806,0.812453447,32.29,,,,401037010,"2015, 2016, 2017, 2018, "
790 Harrison Ave (71 East Concord) K Building,Compliant,Laboratory,790 Harrison Ave (71 East Concord),02118,77861,300.4,,,Laboratory,1904,1652.3,21.2,23393067,0.495625244,,0.504395277,52.71,,,,801420010,"2014, 2015, 2016, 2017, 2018, "
Piano Craft Guild,Compliant,Multifamily Housing,791 Tremont Street,02118,177600,82.1,37,,Multifamily Housing,1972,856.5,4.8,14579667,0.239144028,0.760865876,,25.13,,,,901071000,"2015, 2016, 2017, 2018, "
East Canton,Voluntary,Multifamily Housing,79-109 East Canton St,02113,55936,6.7,100,,Multifamily Housing,1980,27.2,0.5,374438,0.823769968,0.176264163,,71.75,,,,801213000,"2016, 2018, "
Saint John Paul II Catholic Academy,Compliant,K-12 School,796 Columbia Road,02125,60000,39.9,62,,K-12 School,2008,148.4,2.5,2392624.6,0.377519371,0.622496301,,6.51,,,,703079000,"2017, 2018, "
commercial Wharf,Compliant,Other,79-85 Atlantic Ave.,02110,6400,Not Available,,,Other,1830,0,0,Not Available,,,,Not Available,,,,303549000,"2017, 2018, "
South Bay Center: South Bay Center,Compliant,Strip Mall,8 Allstate Road,02125,296646,139.5,,,"Parking, Strip Mall",2005,2835.9,9.6,41372765.9,0.655094901,0.344932213,,43.32,,"Number of buildings: 3

Parcel numbers covered: 0703501045, 0703501030, 0703501055

Electric consumption includes the following addresses: 2-8 Allstate Road, Dorchester, MA 02125 and 8B, 11A and 11B Allstate Road, Dorchester, MA 02125

",,0703501045; 0703501030; 0703501055 ,"2016, 2017, 2018, "
