OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,Outlier
"25,524",2017,Multifamily LR (1-4),Low-Rise Multifamily,WATERFORD NORTH CONDOMINIUM,411 N 90TH ST,Seattle,WA,98103,9195300000,5,NORTHWEST,47.694,-122.35348,1987,1,4,"36,538",,,Multifamily Housing,Multifamily,"38,686",,,,,,69,28.7000007629395,28.2999992370605,90.1999969482422,88.9000015258789,"1,110,938.125","1,095,120.125",,"325,597.3125","1,110,938.03025",,,4.59607023659406,0.125788774333408,N,Compliant,
"25,526",2017,Multifamily MR (5-9),Mid-Rise Multifamily,THE WATERFRONT CONDO HOA,1170 ALKI AVE SW,Seattle,WA,98116,9195800000,1,SOUTHWEST,47.59454,-122.38774,1996,1,6,"43,222",,,Multifamily Housing,Multifamily,"43,222",,,,,,89,33.2000007629395,32.50,75.0999984741211,74.00,"1,433,715.875","1,402,926.75",,"244,169.90625","833,107.720125","6,006.080078125","600,608.0078125",35.3449476268521,0.817753635344318,N,Compliant,
"25,527",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Waterfront Landings,"1900, 1950 and 2000 Alaskan Way",Seattle,WA,98121,9195870000,7,DOWNTOWN,47.61005,-122.34561,1997,3,5,"301,229",,,Multifamily Housing,Multifamily,"301,229",,,,,,87,34.2000007629395,33.7999992370605,86.1999969482422,85.8000030517578,"10,298,711","10,183,248",,"2,125,666.5","7,252,774.098","30,459.361328125","3,045,936.1328125",191.77517530291,0.636642472347981,N,Compliant,
"25,528",2017,NonResidential,Large Office,Waterfront Place,1011 Western Ave,Seattle,WA,98104,9195900000,7,DOWNTOWN,47.60449,-122.33803,1983,1,13,"307,557","83,064","224,493","Multifamily Housing, Office, Parking, Retail Store",Office,"162,422",Parking,"83,064",Multifamily Housing,"55,065",,,38.2000007629395,38.2000007629395,119.800003051758,119.900001525879,"8,905,025","8,906,199",,"2,609,913.25","8,905,024.009",,,36.841043055039,0.119786065851335,N,Compliant,
"25,529",2017,Multifamily HR (10+),High-Rise Multifamily,University Plaza Condominium,4540 8th Ave NE,Seattle,WA,98105,8825300000,4,NORTHEAST,47.66289,-122.31882,1974,1,23,"169,565",0,"169,565","Multifamily Housing, Parking, Swimming Pool",Multifamily,"134,565",Parking,"35,000",Swimming Pool,0,,32,55.5999984741211,54.50,154.199996948242,150.800003051758,"7,477,798.5","7,331,089.5",,"1,809,134.375","6,172,766.4875","13,050.3095703125","1,305,030.95703125",94.8475936571002,0.559358320744849,N,Compliant,
"25,530",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Water's Edge,9530 Rainier Ave S,Seattle,WA,98118,9197580000,2,SOUTHEAST,47.52058,-122.26028,1964,1,5,"20,967",0,"20,967",Multifamily Housing,Multifamily,"20,967",,,,,,94,23.2000007629395,22.8999996185303,72.9000015258789,71.9000015258789,"486,467.40625","480,315.3125",,"142,575.40625","486,467.286125",,,2.01256753658227,0.0959873866829908,N,Compliant,
"25,531",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Waterside,1550 Alki Ave SW,Seattle,WA,98103,9197900000,1,SOUTHWEST,47.58946,-122.39376,1994,1,6,"44,188",,,Multifamily Housing,Multifamily,"44,188",,,,,,99,31.6000003814697,31.2000007629395,70.3000030517578,69.8000030517578,"1,397,133.875","1,377,620.75",,"229,907.59375","784,444.709875","6,126.89013671875","612,689.013671875",35.785245735498,0.809840810525437,N,Compliant,
"25,537",2017,NonResidential,Self-Storage Facility,FremontBridgeMini,319 Nickerson St,Seattle,WA,98109,5244800055,7,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,1918,1,2,"28,309",0,"28,309",Self-Storage Facility,Self-Storag,"28,309",,,,,,,19.50,18.2000007629395,38.5999984741211,37.2000007629395,"552,447.8125","515,105.40625",,"71,752.296875","244,818.8369375","3,076.28979492188","307,628.979492188",17.3510169868467,0.61291522084308,N,Compliant,
"25,540",2017,NonResidential,Hotel,Pioneer Square Hotel,77 Yesler Way,Seattle,WA,98104,5247800005,7,DOWNTOWN,47.60154,-122.3352,1914,1,4,"45,500",0,"45,500",Hotel,Hotel,"45,500",,,,,,78,62.50,61.2999992370605,121.099998474121,118.300003051758,"2,842,745","2,787,972.5","1,166,577.75","329,384.59375","1,123,860.233875","5,523.06982421875","552,306.982421875",95.9990981973134,2.10987029005084,N,Compliant,
"25,541",2017,NonResidential,Small- and Mid-Sized Office,The Maynard Building,119 1st Ave. S.,Seattle,WA,98104,5247800035,7,DOWNTOWN,47.60106,-122.33458,1900,1,5,"38,376",0,"38,376","Office, Retail Store",Office,"29,258",Retail Store,"2,409",,,,,68.6999969482422,66.6999969482422,215.699996948242,209.399993896484,"2,174,839.5","2,112,174.5",,"637,409","2,174,839.508",,,8.99754519146157,0.234457608699749,Y,Not Compliant,
"25,542",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Terry Denny Building/Northern Hotel,111 1st Ave South,Seattle,WA,98104,5247800041,7,DOWNTOWN,47.60128,-122.33456,1900,0,6,"78,779",,,"Multifamily Housing, Parking",Multifamily,"78,779",Parking,"11,544",,,,78,25.6000003814697,25.1000003814697,62.4000015258789,60.9000015258789,"2,014,957.75","1,975,856.125",,"393,102.6875","1,341,266.36975","6,736.91015625","673,691.015625",41.328693214484304,0.524615610943072,N,Compliant,
"25,543",2017,NonResidential,Small- and Mid-Sized Office,Gatzert/Schwabacher,103 1st Ave,Seattle,WA,98104,5247800046,7,DOWNTOWN,47.60149,-122.33458,1900,1,4,"42,804",0,"42,804","Office, Retail Store",Office,"24,120",Retail Store,"6,583",,,,,52.00,51.4000015258789,114.800003051758,112.900001525879,"1,597,122.375","1,578,796.75",,"259,104.703125","884,065.2470625","7,130.5703125","713,057.03125",41.5279320367309,0.970188114118561,N,Compliant,
"25,546",2017,NonResidential,Mixed Use Property,Compass Housing Alliance - Pioneer Square,210 Alaskan Way S / 77 S. Washington St,Seattle,WA,98104,5247800080,7,DOWNTOWN,47.6005,-122.33514,2005,0,5,"57,600",,,"Financial Office, Multifamily Housing, Parking, Residence Hall/Dormitory",Residence H,"27,600",Multifamily Housing,"16,000",Financial Office,"7,000",,,142.699996948242,141.699996948242,280.100006103516,278.600006103516,"7,221,239.5","7,170,074",,"924,116","3,153,083.792","40,681.5546875","4,068,155.46875",229.104384059101,3.97750666769272,Y,Not Compliant,
"25,547",2017,Multifamily MR (5-9),Mid-Rise Multifamily,OK Hotel,212 Alaskan Way S,Seattle,WA,98104,5247800090,7,DOWNTOWN,47.60038,-122.33517,1914,1,5,"42,534",,,"Multifamily Housing, Parking",Multifamily,"25,341",Parking,0,,,,,72.1999969482422,72.0999984741211,139.800003051758,139.699996948242,"1,829,440.5","1,825,888.25",,"227,597.40625","776,562.350125","10,528.7802734375","1,052,878.02734375",59.1310740806975,1.39020722435458,N,Compliant,
"25,548",2017,NonResidential,Small- and Mid-Sized Office,New England,319 1st Ave,seattle,WA,98104,5247800105,7,DOWNTOWN,47.60023,-122.33459,1900,1,4,"33,300",0,"33,300","Office, Restaurant, Retail Store, Self-Storage Facility",Office,"26,639",Restaurant,"2,820",Retail Store,"2,377",,,40.7000007629395,39.00,108.300003051758,105.099998474121,"1,356,061.125","1,298,926",,"305,925","1,043,816.1","3,122.4501953125","312,245.01953125",20.901712571995,0.627679056216067,N,Compliant,
"25,553",2017,NonResidential,Hotel,J & M HOTEL BUILDING (ID25553),210 1St Ave S,Seattle,WA,98104,5247800130,1,DOWNTOWN,47.60035,-122.33379,1900,1,3,"25,450",0,"25,450",Hotel,Hotel,"25,450",,,,,,,,,,,,,,,,,,0.00,0.000,N,Not Compliant,
"25,554",2017,NonResidential,Other,Alaskan Way,304 Alaskan Way S,Seattle,WA,98104,5247800140,7,DOWNTOWN,47.59976,-122.33514,1900,1,3,"22,200",0,"22,200",Other,Other,"22,200",,,,,,,12.00,11.3999996185303,18.2999992370605,17.7000007629395,"266,720.1875","254,077.40625",,"17,737.19921875","60,519.323734375","2,062.01000976563","206,201.000976563",11.2017101197662,0.504581536926404,N,Compliant,
"25,563",2017,NonResidential,Warehouse,Nautical Landing,2500 Westlake Ave N,Seattle,WA,98109,4088804350,7,water,47.64306,-122.34219,1968,1,2,"29,498",0,"29,498","Non-Refrigerated Warehouse, Office",Non-Refrige,"19,749",Office,"9,148",,,,,150.00,147.899993896484,425.00,422.700012207031,"4,335,500.5","4,273,375.5",,"1,083,782.25","3,697,865.037","6,376.349609375","637,634.9609375",49.1632585518056,1.66666413152775,N,Compliant,
"25,567",2017,NonResidential,Warehouse,1109 N NORTHLAKE WAY,1109 N NORTHLAKE WAY,SEATTLE,WA,98103,4088804520,4,LAKE UNION,47.64793,-122.34358,1938,1,1,"23,050",0,"23,050",Non-Refrigerated Warehouse,Non-Refrige,"23,050",,,,,,77,9.89999961853027,9.89999961853027,31.00,31.00,"227,197.90625","227,197.90625",,"66,587.8984375","227,197.90946875",,,0.939942211979842,0.0407784039904487,N,Compliant,
"25,568",2017,NonResidential,Small- and Mid-Sized Office,Talon Northlake LLC,1341 N Northlake Way,Seattle,WA,98103,4088804565,4,LAKE UNION,47.64747,-122.34086,2008,1,4,"49,782",0,"49,782",Office,Office,"43,907",,,,,,49,71.3000030517578,70.9000015258789,223.899993896484,222.600006103516,"3,131,008.5","3,111,995.25",,"917,646","3,131,008.152",,,12.9533178144079,0.260200831915309,N,Compliant,
"25,572",2017,NonResidential,Retail Store,PETCO,809 NE 45 STREET,SEATTLE,WA,98105,4092300005,4,NORTHEAST,47.66097,-122.3192,1930,1,1,"46,059",0,"46,059",Retail Store,Retail Stor,"46,000",,,,,,92,29.8999996185303,28.8999996185303,77.9000015258789,76.8000030517578,"1,374,598.375","1,328,061.625",,"300,087.09375","1,023,897.163875","3,507.009765625","350,700.9765625",22.8617016666695,0.49635688283874,N,Compliant,
"25,574",2017,Multifamily LR (1-4),Low-Rise Multifamily,Kelly Anne Apartments,816 NE 43rd St,Seattle,WA,98105,4092300140,4,NORTHEAST,47.65963,-122.31914,1986,1,3,"32,331",,,"Multifamily Housing, Parking",Multifamily,"23,162",Parking,"9,169",,,,98,26.7000007629395,26.2000007629395,83.9000015258789,82.4000015258789,"618,796","607,461.8125",,"181,358.703125","618,795.8950625",,,2.56002523847647,0.0791817524504801,N,Compliant,
"25,576",2017,Multifamily LR (1-4),Low-Rise Multifamily,Campus View Apartments II,4328 7th Ave NE,Seattle,WA,98105,4092300345,4,NORTHEAST,47.6604,-122.32054,1988,1,4,"40,152",,,Multifamily Housing,Multifamily,"21,100",,,,,,85,26.00,26.1000003814697,81.8000030517578,81.8000030517578,"549,464","549,681",,"161,038.703125","549,464.0550625",,,2.27319195201441,0.0566146630806537,N,Compliant,
"25,577",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Campus View Apartments,4322 7th Ave NE,Seattle,CA,98105,4092300375,4,NORTHEAST,47.66001,-122.32052,1986,1,5,"42,189",,,Multifamily Housing,Multifamily,"31,756",,,,,,88,29.8999996185303,29.8999996185303,93.9000015258789,93.9000015258789,"949,185.5","949,607.375",,"278,190.3125","949,185.34625",,,3.92688196832107,0.09307833720451,N,Compliant,
"25,578",2017,Multifamily LR (1-4),Low-Rise Multifamily,Westwood APTS,4327 8th Avenue NE,Seattle,WA,98105,4092300460,4,NORTHEAST,47.66001,-122.32011,1985,1,4,"84,385",,,Multifamily Housing,Multifamily,"84,385",,,,,,99,21.6000003814697,21.6000003814697,67.9000015258789,68.00,"1,825,940.25","1,826,601",,"535,152.375","1,825,939.9035",,,7.55410996452903,0.0895195824439063,N,Compliant,
"25,579",2017,Multifamily LR (1-4),Low-Rise Multifamily,Maplewood Apartments,4253 7th Ave NE,Seattle,WA,98105,4092300780,4,NORTHEAST,47.65911,-122.32119,1985,1,4,"30,964",,,Multifamily Housing,Multifamily,"24,000",,,,,,92,27.3999996185303,27.3999996185303,86.00,86.00,"657,298.8125","657,298.8125",,"192,643.203125","657,298.6090625",,,2.71931511156118,0.0878218289484943,N,Compliant,
"25,580",2017,Multifamily LR (1-4),Low-Rise Multifamily,53453 - Apex Apartments,4233 7th Avenue NE,Seattle,WA,98105,4092300810,4,NORTHEAST,47.65864,-122.32109,1983,1,4,"40,090",,,Multifamily Housing,Multifamily,"34,380",,,,,,98,28.50,28.50,89.50,89.5999984741211,"980,230.3125","980,901.3125",,"287,289","980,230.068",,,4.05531732452758,0.101155333612561,N,Compliant,
"25,582",2017,Multifamily LR (1-4),Low-Rise Multifamily,Shannon Apartments,4219 7th AVE NE,Seattle,WA,98105,4092300860,4,NORTHEAST,47.65809,-122.32117,1987,1,4,"31,034",,,"Multifamily Housing, Parking",Multifamily,"22,176",Parking,"8,858",,,,95,30.2999992370605,30.3999996185303,95.3000030517578,95.3000030517578,"672,828.125","673,079.3125",,"197,194.59375","672,827.953875",,,2.78356168296577,0.0896939383568271,N,Compliant,
"25,599",2017,Multifamily LR (1-4),Low-Rise Multifamily,Tremezzo Condominium,5000 30th AVE NE,Seattle,WA,98105,8679000000,4,NORTHEAST,47.66501,-122.29562,2000,1,3,"29,351",0,"29,351",Multifamily Housing,Multifamily,"29,351",,,,,,88,24.3999996185303,24.00,76.5999984741211,75.1999969482422,"715,590.5","703,220.875",,"209,727.5","715,590.23",,,2.9604738231532,0.100864496036019,N,Compliant,
"25,603",2017,Multifamily MR (5-9),Mid-Rise Multifamily,TRIOCONDOS,3104 Western Avenue,Seattle,WA,98121,8684000000,7,DOWNTOWN,47.61798,-122.35603,2006,1,6,"131,500","22,541","108,959","Multifamily Housing, Parking",Multifamily,"113,351",Parking,"22,541",,,,,40.2999992370605,39.5999984741211,95.9000015258789,94.00,"4,571,197.5","4,488,864.5",,"850,822.375","2,903,005.9435","16,681.91015625","1,668,191.015625",100.607672970587,0.76507736099306,N,Compliant,
"25,604",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Triton Terrace,507 W Mercer St,Seattle,WA,98119,8686000000,7,MAGNOLIA / QUEEN ANNE,47.62439,-122.36386,1963,1,8,"29,520",,,Multifamily Housing,Multifamily,"24,600",,,,,,20,73.9000015258789,73.00,110.800003051758,109.800003051758,"1,817,975","1,796,588.25",,"114,700.703125","391,358.7990625","14,266.1591796875","1,426,615.91796875",77.3866648893859,2.62149948812283,N,Compliant,
"25,605",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Howard Park,4218 Stone Way N,Seattle,WA,98103,8690300040,4,LAKE UNION,47.65862,-122.34192,2008,1,5,"36,600",,,Multifamily Housing,Multifamily,"30,600",,,,,,98,32.2999992370605,32.2999992370605,73.6999969482422,73.6999969482422,"987,966.3125","988,223.125",,"170,624.59375","582,171.113875","4,057.94995117188","405,794.995117188",23.9602767662923,0.654652370663725,N,Compliant,
"25,617",2017,Multifamily MR (5-9),Mid-Rise Multifamily,,14300 32ND AVE NE,SEATTLE,WA,,8724200000,1,NORTH,47.73225,-122.29347,1986,,6,"32,400",0,"32,400",,,,,,,,,,,,,,,,,,,,,0.00,0.000,N,Compliant,
"25,619",2017,Multifamily LR (1-4),Low-Rise Multifamily,CREST,1718 MELROSE AVE,Seattle,WA,98122,8725600030,3,EAST,47.61759,-122.32759,1988,1,4,"54,224","20,059","34,165","Multifamily Housing, Parking",Multifamily,"34,165",Parking,"20,059",,,,81,37.0999984741211,37.0999984741211,116.50,116.599998474121,"1,267,965.375","1,268,271.875",,"371,619.40625","1,267,965.414125",,,5.2457094295162,0.0967414692666752,N,Compliant,
"25,620",2017,Multifamily LR (1-4),Low-Rise Multifamily,LAUREN RENEE (ID25620),312 E OLIVE PL,Seattle,WA,98122,8725600045,3,EAST,47.61721,-122.3271,1914,1,4,"20,928",,,Multifamily Housing,Multifamily,"20,928",,,,,,94,48.50,46.2999992370605,65.9000015258789,63.5999984741211,"1,014,499","968,346.3125",,"44,048.6015625","150,293.82853125","8,642.05078125","864,205.078125",46.5197134487379,2.2228456349741,N,Compliant,
"25,624",2017,Multifamily LR (1-4),Low-Rise Multifamily,Waverly Place,2040 Waverly Place N,Seattle,WA,98109,9201200000,7,MAGNOLIA / QUEEN ANNE,47.63766,-122.34213,1990,1,4,"24,538","4,798","19,740",Multifamily Housing,Multifamily,"20,752",,,,,,,26.50,26.3999996185303,83.3000030517578,82.9000015258789,"550,641.3125","547,597.1875",,"161,383.703125","550,641.1950625",,,2.27806190692727,0.0928381248238353,N,Compliant,
"25,632",2017,Multifamily MR (5-9),Mid-Rise Multifamily,St. Theodore Apartments,6410 9th Ave NE,Seattle,WA,98115,9221400085,4,NORTHEAST,47.67539,-122.31843,1999,1,6,"71,510","23,180","48,330","Multifamily Housing, Parking",Multifamily,"43,700",Parking,"10,600",,,,88,49.7999992370605,49.4000015258789,102.599998474121,101.50,"2,174,952","2,160,016.5",,"308,558.59375","1,052,801.921875","11,221.50","1,122,150.00",63.9529413972158,0.894321652876742,N,Compliant,
"25,634",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Acton Apartments,920 NE 63rd St,Seattle,WA,98115,9221400410,4,NORTHEAST,47.67426,-122.3177,1992,1,5,"30,169","5,668","24,501","Multifamily Housing, Parking, Retail Store",Multifamily,"18,728",Retail Store,"5,773",Parking,"5,668",,100,15.8000001907349,15.6999998092651,49.50,49.2000007629395,"386,006.6875","383,991.09375",,"113,132.1015625","386,006.73053125",,,1.59695140233918,0.0529335212416447,N,Compliant,
"25,635",2017,NonResidential,Medical Office,Seattle Healing Arts Center,6300 9th Avenue NE,Seattle,WA,98115,9221400445,4,NORTHEAST,47.67437,-122.3181,1970,1,2,"23,595",0,"23,595",Medical Office,Medical Off,"13,970",,,,,,47,54.7000007629395,53.50,167.199996948242,163.800003051758,"764,831.375","747,361.6875",,"214,896.90625","733,228.244125",316.029968261719,"31,602.9968261719",4.71187934796447,0.199698213518307,N,Compliant,
"25,639",2017,Multifamily MR (5-9),Mid-Rise Multifamily,The Towers on Greenwood,8551 Greenwood Ave N,Seattle,WA,98103,9231900005,6,NORTHWEST,47.692,-122.35561,2000,1,6,"98,486",,,"Multifamily Housing, Parking, Retail Store",Multifamily,"65,726",Parking,"14,850",Retail Store,"5,184",,,32.2000007629395,31.8999996185303,101.199996948242,100.300003051758,"2,285,357","2,264,244.5",,"669,799.8125","2,285,356.96025",,,9.45476778991391,0.0960011350843156,N,Compliant,
"25,641",2017,Multifamily LR (1-4),Low-Rise Multifamily,The Sedges at Piper Village,8623 Palatine Ave N,Seattle,WA,98103,9231900105,6,NORTHWEST,47.69159,-122.35732,2008,1,3,"52,626",,,Multifamily Housing,Multifamily,"40,727",,,,,,64,28.1000003814697,27.7999992370605,88.3000030517578,87.1999969482422,"1,144,777.5","1,130,701.25",,"335,515.09375","1,144,777.499875",,,4.73606776564669,0.089994826998949,N,Compliant,
"25,643",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Verse Seattle,421 23rd Ave S,Seattle,WA,98144,9237500000,3,CENTRAL,47.59824,-122.30256,2000,1,5,"70,161",,,Multifamily Housing,Multifamily,"77,664",,,,,,3,75.50,74.50,172.800003051758,170.199996948242,"5,865,088","5,789,585.5",,"1,018,441","3,474,920.692","23,901.669921875","2,390,166.9921875",141.317889973666,2.0141943526128,N,Compliant,
"25,652",2017,Multifamily LR (1-4),Low-Rise Multifamily,West Beach-425,10203 47th AVE SW,Seattle,WA,98146,9263800000,1,SOUTHWEST,47.51169,-122.39435,1967,1,3,"115,819",,,Multifamily Housing,Multifamily,"51,200",,,,,,1,74.50,73.4000015258789,182.600006103516,179.300003051758,"3,813,507.5","3,758,348.5",,"749,882.8125","2,558,600.15625","12,549.0703125","1,254,907.03125",77.2333167392737,0.666844962737321,N,Compliant,
"25,655",2017,Multifamily MR (5-9),Mid-Rise Multifamily,The Seattle Quilt Building,318 1st Ave. S.,Seattle,WA,98104,5247800335,1,DOWNTOWN,47.59946,-122.3338,1905,1,7,"50,120","6,660","43,460","Multifamily Housing, Office, Retail Store",Multifamily,"22,853",Office,"10,631",Retail Store,"6,544",,,,,,,,,,,,,,0.00,0.000,N,Not Compliant,
"25,657",2017,NonResidential,Small- and Mid-Sized Office,Herman Blumenthal Building,122 South Jackson,Seattle,WA,98104,5247800350,7,DOWNTOWN,47.59938,-122.33328,1900,1,3,"28,142",0,"28,142",Office,Office,"28,142",,,,,,95,34.4000015258789,33.7000007629395,70.3000030517578,69.4000015258789,"968,917.875","948,572.875","401,980","126,033.1015625","430,024.94253125","1,369.13000488281","136,913.000488281",30.420203490925,1.08095385867831,N,Compliant,
"25,658",2017,NonResidential,Small- and Mid-Sized Office,The Occidental Building,311 Occidental Ave. S.,Seattle,WA,98104,5247800355,7,DOWNTOWN,47.59954,-122.33327,1900,1,3,"28,760",0,"28,760","Non-Refrigerated Warehouse, Office, Retail Store",Office,"12,314",Retail Store,"6,020",Non-Refrigerated Warehouse,"6,000",,,105.699996948242,104.699996948242,166.899993896484,165.800003051758,"2,571,086.75","2,548,270.75","420,725.8125","181,961.296875","620,851.9449375","15,295.08984375","1,529,508.984375",106.166995855283,3.69148107980817,Y,Not Compliant,
"25,659",2017,NonResidential,Small- and Mid-Sized Office,Union Trust Building,119 S. Main Street,Seattle,WA,98104,5247800360,7,DOWNTOWN,47.59979,-122.33318,1902,1,4,"39,030",0,"39,030","Office, Retail Store",Office,"32,001",Retail Store,"6,685",,,,99,23.2999992370605,22.7999992370605,57.5999984741211,57.0999984741211,"900,971.6875","881,965.5",,"179,906.40625","613,840.658125","2,871.30981445313","287,130.981445313",17.7890513143375,0.455778921709903,N,Compliant,
"25,661",2017,NonResidential,Small- and Mid-Sized Office,Buttnick City Loan,206 1st Avenue South,Seattle,WA,98104,5247800380,7,DOWNTOWN,47.60071,-122.33377,1909,0,3,"47,215",0,"47,215","Office, Retail Store",Office,"23,659",Retail Store,"22,376",,,,71,48.50,45.7999992370605,118.300003051758,113.400001525879,"2,233,568.25","2,108,023",,"434,593.90625","1,482,834.408125","7,507.33642578125","750,733.642578125",46.0061093481743,0.974396046768492,N,Compliant,
