OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
19930,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SENIOR SERVICES,698800000,"2208 2ND AVE
SEATTLE, WA 98121
(47.61369705, -122.34446716)",7,DOWNTOWN,2002,1,8,"34,080",0,"34,080","Multifamily Housing, Other",Multifamily Housing,"23,580",Other,"18,000",,,,,36.6,37.7,99.3,101.7,"1,522,081","1,567,526",0,"354,965","1,211,192","3,109","310,939",0,24.96,0.58,No,,Compliant,,,5,,9,"19,576"
19931,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BELLTOWN COURT CONDOMINIUM,699000000,"2400 1ST AVE
SEATTLE, WA 98121
(47.61480049, -122.3480441)",7,DOWNTOWN,1994,1,8,"224,732",0,"224,732","Multifamily Housing, Swimming Pool",Multifamily Housing,"184,567",Swimming Pool,0,,,,22,55.5,58.5,148.2,152.7,"10,240,707","10,793,972",0,"2,326,783","7,939,313","23,017","2,301,723",0,177.59,0.64,No,,Compliant,,,5,,9,"19,576"
19932,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BELLTOWN LOFTS CONDOMINIUM,699800000,"66 BELL ST
SEATTLE, WA 98121
(47.61290896, -122.34792871)",7,DOWNTOWN,1914,1,6,"62,607",0,"62,607","Multifamily Housing, Office",Multifamily Housing,"53,228",Office,"4,879",,,,,29.8,32.7,93.7,102.8,"1,733,511","1,902,871",0,"508,063","1,733,583",0,0,0,12.08,0.07,No,,Compliant,,,5,,9,"19,576"
19934,2015,Multifamily LR (1-4),Low-Rise Multifamily,BELMONT LOFTS CONDOMINIUM,704600000,"231 BELMONT AVE E
SEATTLE, WA 98102
(47.62059697, -122.32421942)",3,EAST,1989,1,4,"31,702",0,"31,702","Multifamily Housing, Parking",Multifamily Housing,"26,418",Parking,"14,280",,,,,9.4,10.4,29.5,32.7,"248,607","274,986",0,"72,863","248,618",0,0,0,1.73,0.02,No,,Compliant,Low Outlier,,8,,5,"18,376"
19936,2015,Multifamily LR (1-4),Low-Rise Multifamily,BELMONT PLACE CONDOMINIUM,705500000,"721 BOYLSTON AVE E
SEATTLE, WA 98102
(47.62604373, -122.32414073)",3,EAST,1930,1,3,"29,765",0,"29,765",Multifamily Housing,Multifamily Housing,"24,742",,,,,,52,54.1,70.2,81.2,99.3,"1,337,968","1,737,964",0,"84,782","289,287","10,487","1,048,693",0,57.71,1.9,No,,Compliant,,,44,,4,"18,376"
19946,2015,Multifamily LR (1-4),Low-Rise Multifamily,"BERING, THE CONDOMINIUM",766850000,"233 14TH AVE E
SEATTLE, WA 98112
(47.62087313, -122.31495528)",3,EAST,1928,1,4,"27,182",0,"27,182","Multifamily Housing, Parking",Multifamily Housing,"27,182",Parking,"3,200",,,,52,66.2,83,91.9,109.6,"1,798,694","2,257,296",0,"85,494","291,716","15,070","1,506,990",0,82.07,2.97,No,,Compliant,,,8,,4,"18,789"
19947,2015,Multifamily LR (1-4),Low-Rise Multifamily,CARKEEK PARK PLACE APARTMENTS,767000110,"431 NW 100TH PL
SEATTLE, WA 98177
(47.70176512, -122.36241432)",6,NORTHWEST,1999,1,4,"126,436","35,001","91,435","Multifamily Housing, Parking, Retail Store",Multifamily Housing,"71,360",Parking,"35,001",Retail Store,"20,075",,94,26.5,27.2,82.7,84.8,"2,420,503","2,485,152",0,"703,626","2,400,871",197,"19,732",0,17.78,0.06,Yes,,Compliant,,,23,,32,"18,229"
19949,2015,Multifamily LR (1-4),Low-Rise Multifamily,BERTONA HOUSE CONDOMINIUM,777900000,"3400 25TH AVE W
SEATTLE, WA 98199
(47.65043754, -122.38839531)",7,MAGNOLIA / QUEEN ANNE,1969,1,4,"22,374",0,"22,374",Multifamily Housing,Multifamily Housing,"22,374",,,,,,87,22.7,24.8,71.3,77.8,"508,057","554,424",0,"148,903","508,078",0,0,0,3.54,0.06,Yes,,Compliant,,,33,,27,"18,235"
19956,2015,Multifamily LR (1-4),Low-Rise Multifamily,QUEEN ANNE MANOR,809002696,"100 CROCKETT ST
SEATTLE, WA 98109
(47.63752195, -122.35470586)",7,MAGNOLIA / QUEEN ANNE,1910,1,4,"61,802",0,"61,802",Multifamily Housing,Multifamily Housing,"61,802",,,,,,62,62.1,70.1,162.7,185.6,"3,837,228","4,329,819",0,"844,870","2,882,817","9,545","954,530",0,70.79,0.94,No,,Compliant,,,50,,39,"18,390"
19967,2015,SPS-District K-12,K-12 School,QUEEN ANNE GYM (SPS-DISTRICT),811000005,"1431 2ND AVE N
SEATTLE, WA 98109
(47.63189062, -122.35355257)",7,MAGNOLIA / QUEEN ANNE,2001,1,1,"35,805",0,"35,805",K-12 School,K-12 School,"35,805",,,,,,100,8.9,9.5,24.6,25.3,"317,581","340,499",0,"76,836","262,176",554,"55,417",0,4.77,0.1,Yes,,Compliant,,,50,,39,"18,390"
19969,2015,Multifamily LR (1-4),Low-Rise Multifamily,VILLA FLORA,820000038,"12317 15TH AVE NE
SEATTLE, WA 98125
(47.71826553, -122.31305695)",5,NORTH,2002,1,4,"56,473","13,912","42,561","Multifamily Housing, Retail Store",Multifamily Housing,"26,407",Retail Store,"8,802",,,,65,37.2,37.2,116.7,116.7,"1,308,324","1,308,324",0,"383,448","1,308,378",0,0,0,9.12,0.06,No,,Compliant,,,46,,26,"19,579"
19976,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CAL-MORE CIRCLE APTS,826000040,"6420 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54537654, -122.38652503)",1,SOUTHWEST,1968,1,8,"51,490",0,"51,490",Multifamily Housing,Multifamily Housing,"51,490",,,,,,94,27.2,30.1,64.2,72,"1,398,253","1,551,833",0,"257,943","880,138","5,182","518,152",0,33.65,0.58,Yes,,Compliant,,,37,,51,"17,916"
19986,2015,Multifamily LR (1-4),Low-Rise Multifamily,BISCAYNE CONDOMINIUM,829500000,"3401 WALLINGFORD AVE N
SEATTLE, WA 98103
(47.64847425, -122.33671423)",4,LAKE UNION,1987,1,4,"45,348",0,"45,348","Multifamily Housing, Parking",Multifamily Housing,"45,348",Parking,"4,717",,,,78,30.2,32.8,95,102.9,"1,371,445","1,486,001",0,"401,948","1,371,502",0,0,0,9.56,0.08,No,,Compliant,,,61,,3,"18,377"
19988,2015,Multifamily LR (1-4),Low-Rise Multifamily,GREENWOOD NORTH APTS,832000005,"13322 GREENWOOD AVE N
SEATTLE, WA 98133
(47.72596842, -122.35530338)",5,NORTHWEST,1966,1,4,"31,317",0,"31,317",Multifamily Housing,Multifamily Housing,"31,317",,,,,,73,27.2,28.7,85.4,90,"851,563","897,786",0,"249,579","851,598",0,0,0,5.94,0.07,Yes,,Compliant,,116,6,1,32,"19,582"
19990,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BITTER LAKE VILLAGE CONDOMINIUM,832200000,"13201 LINDEN AVE N
SEATTLE, WA 98133
(47.72520084, -122.34948507)",5,NORTHWEST,1969,1,5,"99,372",0,"99,372","Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,"99,372",Parking,"9,000",Swimming Pool,0,,79,27.5,28.8,86.4,90.4,"2,735,128","2,861,436",0,"801,620","2,735,241",0,0,0,19.07,0.07,Yes,,Compliant,,123,6,1,32,"19,582"
19991,2015,Multifamily LR (1-4),Low-Rise Multifamily,BITTER LAKE WEST CONDOMINIUM,832500000,"316 N 134TH ST
SEATTLE, WA 98133
(47.72657483, -122.35419452)",5,NORTHWEST,1964,1,4,"26,744",0,"26,744",Multifamily Housing,Multifamily Housing,"26,744",,,,,,93,22.7,24.1,71.3,75.6,"606,886","643,804",0,"177,868","606,911",0,0,0,4.23,0.06,No,,Compliant,,116,6,1,32,"19,582"
19992,2015,Multifamily LR (1-4),Low-Rise Multifamily,BITTERLAKE VISTA CONDOMINIUM,833000000,"707 N 130TH ST
SEATTLE, WA 98133
(47.72301622, -122.34984496)",5,NORTHWEST,1987,1,4,"30,060",0,"30,060",Multifamily Housing,Multifamily Housing,"30,070",,,,,,89,23.3,24.4,73,76.7,"699,217","734,723",0,"204,929","699,246",0,0,0,4.87,0.06,Yes,,Compliant,,123,6,1,32,"19,582"
20000,2015,NonResidential,Worship Facility,EMMANUEL BIBLE CHURCH,850000300,"503 N 50TH ST
SEATTLE, WA 98103
(47.66492005, -122.35223915)",6,NORTHWEST,1928,1,2,"45,991",0,"45,991",Worship Facility,Worship Facility,"45,991",,,,,,52,22.7,27.9,46.7,54.2,"1,044,642","1,285,168",0,"147,676","503,890","5,408","540,773",0,32.23,0.65,No,,Compliant,,,20,,2,"18,377"
20004,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BLAKELEY COMMONS OWNERS ASSOCIATION,853300000,"2901 NE BLAKELEY ST
SEATTLE, WA 98105
(47.6657775, -122.29669574)",4,NORTHEAST,2002,1,5,"119,996",0,"119,996","Multifamily Housing, Retail Store",Multifamily Housing,"96,540",Retail Store,"7,187",,,,41,48.7,50.7,131,133.1,"5,051,636","5,259,604",0,"1,161,731","3,963,991","10,878","1,087,808",0,85.41,0.57,No,,Compliant,,,53,,48,"18,383"
20005,2015,Multifamily LR (1-4),Low-Rise Multifamily,BLAKELEY PLACE CONDOMINIUM,854500000,"2301 NE BLAKELEY ST
SEATTLE, WA 98105
(47.66489039, -122.30263969)",4,NORTHEAST,1997,1,4,"23,794",0,"23,794",Multifamily Housing,Multifamily Housing,"23,794",,,,,,63,22.1,23.7,69.4,74.6,"525,668","564,940",0,"154,065","525,690",0,0,0,3.66,0.06,No,,Compliant,,,60,,47,"18,383"
20007,2015,Multifamily LR (1-4),Low-Rise Multifamily,WESTWOOD COURT APTS,859000025,"2500 SW TRENTON ST
SEATTLE, WA 98106
(47.52526168, -122.36485937)",1,DELRIDGE,1988,1,4,"48,996",0,"48,996",Multifamily Housing,Multifamily Housing,"48,996",,,,,,51,28.1,31.4,88.4,98.5,"1,379,206","1,536,267",0,"404,222","1,379,263",0,0,0,9.61,0.08,No,,Compliant,,,54,,14,"18,385"
20009,2015,Multifamily LR (1-4),Low-Rise Multifamily,BLUE HERON CONDOMINIUM,866300000,"3150 W GOVERNMENT WAY
SEATTLE, WA 98199
(47.66026687, -122.39853409)",7,MAGNOLIA / QUEEN ANNE,2007,1,4,"37,090",0,"37,090",Multifamily Housing,Multifamily Housing,"35,106",,,,,,34,27,28,82.3,84.8,"946,138","982,381",0,"266,033","907,741",384,"38,435",0,8.37,0.12,No,,Compliant,,,33,,27,"18,235"
20011,2015,Multifamily LR (1-4),Low-Rise Multifamily,WESTWOOD PARK VILLA BUILDING 2,880000055,"8600 25TH AVE SW
SEATTLE, WA 98106
(47.52591179, -122.36407124)",1,DELRIDGE,1998,1,3,"23,533",0,"23,533",Multifamily Housing,Multifamily Housing,"23,533",,,,,,56,54.7,58.7,154.9,164.8,"1,286,882","1,381,366",0,"321,805","1,098,043","1,889","188,885",0,17.69,0.55,No,,Compliant,,,54,,14,"18,385"
20013,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BOLERO CONDOMINIUM,905000000,"1323 BOREN AVE
SEATTLE, WA 98101
(47.61193946, -122.32809812)",7,EAST,2001,1,6,"52,020","1,922","50,098","Multifamily Housing, Parking",Multifamily Housing,"50,098",Parking,"1,922",,,,48,39,42.9,108.9,115.4,"1,956,075","2,150,829",0,"476,949","1,627,418","3,287","328,725",0,28.8,0.42,Yes,,Compliant,,,19,,12,"18,081"
20017,2015,Multifamily LR (1-4),Low-Rise Multifamily,EMERALD SHORES,914000020,"2222 ALKI AVE SW
SEATTLE, WA 98116
(47.58426955, -122.3999172)",1,SOUTHWEST,1958,1,3,"32,612",0,"32,612",Multifamily Housing,Multifamily Housing,"32,612",,,,,,81,24.1,27.2,75.7,85.4,"785,901","887,462",0,"230,335","785,934",0,0,0,5.48,0.06,No,,Compliant,,,2,,49,"18,795"
20021,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE CENTURY HOUSE,924049006,"1701 23RD AVE S
SEATTLE, WA 98144
(47.5882539, -122.30281261)",3,SOUTHEAST,1971,1,4,"58,485",0,"58,485",Multifamily Housing,Multifamily Housing,"58,485",,,,,,34,41.1,45.6,129,143.2,"2,401,890","2,667,596",0,"703,954","2,401,989",0,0,0,16.74,0.11,No,,Compliant,,,38,,42,"17,919"
20027,2015,Multifamily LR (1-4),Low-Rise Multifamily,IVY RIDGE,925049079,"4730 21ST AVE NE
SEATTLE, WA 98105
(47.6644848, -122.30493541)",4,NORTHEAST,1999,1,3,"147,443","55,826","91,617",Multifamily Housing,Multifamily Housing,"91,617",,,,,,83,29.9,32.1,93.9,100.8,"2,740,128","2,939,906",0,"803,086","2,740,242",0,0,0,19.1,0.05,No,,Compliant,,,60,,47,"18,383"
20028,2015,Multifamily LR (1-4),Low-Rise Multifamily,PACIFIC SUNRISE,925049084,"4612 22ND AVE NE
SEATTLE, WA 98105
(47.66275142, -122.30353696)",4,NORTHEAST,1988,1,4,"65,103","12,449","52,654",Multifamily Housing,Multifamily Housing,"49,089",,,,,,27,54.5,61.3,171,192.5,"2,674,034","3,009,036",0,"783,715","2,674,145",0,0,0,18.64,0.11,No,,Compliant,,,60,,47,"18,383"
20029,2015,NonResidential,Residence Hall/Dormitory,PHI DELTA THETA,925049089,"2111 NE 47TH ST
SEATTLE, WA 98105
(47.66278139, -122.30509963)",4,NORTHEAST,1921,1,3,"21,499",0,"21,499",Residence Hall/Dormitory,Residence Hall/Dormitory,"21,499",,,,,,91,22.1,22.8,69.3,71.5,"474,359","489,528",0,"139,027","474,378",0,0,0,3.31,0.06,No,,Compliant,,,60,,47,"18,383"
20033,2015,NonResidential,Small- and Mid-Sized Office,LISA LI BLDG,925049118,"4909 25TH AVE NE
SEATTLE, WA 98105
(47.6647503, -122.30155368)",4,NORTHEAST,1989,1,2,"20,384",0,"20,384",Office,Office,"25,021",,,,,,15,73,73,225.1,225.1,"1,826,203","1,826,203",0,"520,883","1,777,327",489,"48,950",0,14.99,0.36,No,,Compliant,,,60,,47,"18,383"
20037,2015,Multifamily LR (1-4),Low-Rise Multifamily,BAYVIEW APTS,925049143,"2233 NE 46TH ST
SEATTLE, WA 98105
(47.66134856, -122.30324166)",4,NORTHEAST,1960,1,4,"21,528",0,"21,528",Multifamily Housing,Multifamily Housing,"21,528",,,,,,65,28.3,30.8,88.9,96.7,"609,368","662,645",0,"178,595","609,393",0,0,0,4.25,0.08,No,,Compliant,,,60,,47,"18,383"
20047,2015,NonResidential,Retail Store,UNIVERSITY VILLAGE SHOPPING CENTER BLDG A,925049346,"2623 NE UNIVERSITY VILLAGE ST
SEATTLE, WA 98105
(47.66375728, -122.3002168)",4,NORTHEAST,1956,1,2,"39,265",0,"39,265","Non-Refrigerated Warehouse, Office, Other, Retail Store",Retail Store,"31,905",Office,"4,388",Other,"2,679",,,140.8,142.6,429.7,431.6,"5,528,223","5,598,862",0,"1,551,979","5,295,572","2,329","232,869",0,49.28,0.67,No,,Compliant,,,53,,48,"18,383"
20048,2015,NonResidential,Retail Store,UNIVERSITY VILLAGE SHOPPING CENTER NW BLDG,925049346,"2623 NE UNIVERSITY VILLAGE ST
SEATTLE, WA 98105
(47.66375728, -122.3002168)",4,NORTHEAST,1956,1,2,"54,284",0,"54,284","Other, Retail Store",Retail Store,"52,784",Other,"1,900",,,,16,128.2,130.6,390.4,392.9,"7,008,252","7,139,607",0,"1,962,037","6,694,748","3,138","313,781",0,63.33,0.64,No,,Compliant,,,53,,48,"18,383"
20050,2015,NonResidential,Retail Store,UNIVERSITY VILLAGE SHOPPING CENTER BLDG C,925049346,"2623 NE UNIVERSITY VILLAGE ST
SEATTLE, WA 98105
(47.66375728, -122.3002168)",4,NORTHEAST,1956,1,1,"23,409",0,"23,409","Other, Retail Store",Retail Store,"21,909",Other,"1,500",,,,67,107.7,107.7,321.7,321.7,"2,520,919","2,520,919",0,"685,009","2,337,349","1,837","183,667",0,26.05,0.68,No,,Compliant,,,53,,48,"18,383"
20052,2015,NonResidential,Retail Store,UNIVERSITY VILLAGE SHOPPING CENTER WEST BLDG,925049346,"2623 NE UNIVERSITY VILLAGE ST
SEATTLE, WA 98105
(47.66375728, -122.3002168)",4,NORTHEAST,1997,1,1,"63,153",0,"63,153","Non-Refrigerated Warehouse, Other, Retail Store",Retail Store,"59,396",Non-Refrigerated Warehouse,"2,757",Other,"1,000",,,77.9,75.3,237.3,229.3,"4,917,420","4,757,822",0,"1,377,065","4,698,741","2,189","218,876",0,44.38,0.38,No,,Compliant,,,53,,48,"18,383"
20056,2015,Multifamily LR (1-4),Low-Rise Multifamily,NORDHEIM COURT (UW HOUSING),925049382,"5000 25TH AVE NE
SEATTLE, WA 98105
(47.66512504, -122.29761854)",4,NORTHEAST,1980,1,2,"321,333","48,179","273,154",Multifamily Housing,Multifamily Housing,"321,333",,,,,,100,22.4,25.3,52.3,59,"7,182,436","8,117,402",0,"1,301,240","4,440,015","27,426","2,742,603",0,176.61,0.49,No,,Compliant,,,53,,48,"18,383"
20059,2015,Multifamily LR (1-4),Low-Rise Multifamily,TRAILSIDE APTS,925049395,"4701 24TH AVE NE
SEATTLE, WA 98105
(47.66333614, -122.30238356)",4,NORTHEAST,1959,1,3,"26,157",0,"26,157",Multifamily Housing,Multifamily Housing,"26,157",,,,,,1,93.3,93.3,293,293,"2,440,980","2,440,980",0,"715,410","2,441,081",0,0,0,17.02,0.25,No,,Compliant,High Outlier,,60,,47,"18,383"
20066,2015,NonResidential,Hotel,UNIVERSITY TRAVELODGE,925049404,"4715 25TH AVE NE
SEATTLE, WA 98105
(47.66432647, -122.30144868)",4,NORTHEAST,1961,1,2,"24,100",0,"24,100",Hotel,Hotel,"30,910",,,,,,91,52,52,110.6,110.6,"1,607,578","1,607,578",0,"242,546","827,601","7,800","780,011",0,47.2,1.81,No,,Compliant,,,60,,47,"18,383"
20067,2015,NonResidential,"Restaurant
",FARE START,659000710,"2004 WESTLAKE AVE
SEATTLE, WA 98121
(47.61536026, -122.33739471)",7,DOWNTOWN,1923,1,3,"33,600",0,"33,600","Office, Restaurant",Restaurant,"19,200",Office,"14,400",,,,,133.1,138.9,332.9,339,"4,470,620","4,666,185",0,"910,050","3,105,221","13,655","1,365,528",0,94.17,2.41,No,,Compliant,,,56,,7,"19,576"
20068,2015,Multifamily LR (1-4),Low-Rise Multifamily,ST MARTIN'S ON WEST LAKE HOUSING,659000715,"2008 WESTLAKE AVE
SEATTLE, WA 98121
(47.61543315, -122.33714635)",7,DOWNTOWN,1907,1,3,"39,201",0,"39,201","Multifamily Housing, Retail Store",Multifamily Housing,"22,050",Retail Store,"1,800",,,,,74.2,83.6,182.7,200,"1,769,998","1,994,543",0,"350,577","1,196,217","5,738","573,830",0,38.82,0.86,No,,Compliant,,,56,,7,"19,576"
20069,2015,Multifamily LR (1-4),Low-Rise Multifamily,LARNED APTS,659000740,"2030 7TH AVE
SEATTLE, WA 98121
(47.61560113, -122.33809657)",7,DOWNTOWN,1909,1,3,"23,568",0,"23,568","Multifamily Housing, Retail Store",Multifamily Housing,"12,331",Retail Store,"4,509",,,,,51,55.8,112.1,122.8,"858,932","939,353",0,"138,335","472,018","3,869","386,934",0,23.84,0.93,No,,Compliant,,,56,,7,"19,576"
20071,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE VIRGINIAN APTS,659000965,"2014 4TH AVE
SEATTLE, WA 98121
(47.61321282, -122.34001448)",7,DOWNTOWN,1917,1,3,"21,130",0,"21,130",Multifamily Housing,Multifamily Housing,"21,130",,,,,,88,65,80.6,86.9,103.4,"1,372,475","1,703,889",0,"55,491","189,342","11,831","1,183,141",0,64.16,3,No,,Compliant,,,56,,31,"19,576"
20072,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SHERIDAN APTS,659001015,"2011 5TH AVE
SEATTLE, WA 98121
(47.61374664, -122.33981323)",7,DOWNTOWN,1914,1,6,"36,880",0,"36,880",Multifamily Housing,Multifamily Housing,"36,880",,,,,,90,56.6,65.6,91,101.8,"2,086,588","2,417,747","1,349,585","134,508","458,962","2,781","278,060",0,122.14,3.26,No,,Compliant,,,56,,31,"19,576"
20073,2015,NonResidential,Other,GRIFFIN BUILDING,659001020,"2005 5TH AVE
SEATTLE, WA 98121
(47.61382851, -122.33980573)",7,DOWNTOWN,1927,1,4,"32,356",0,"32,356","Bank Branch, Financial Office",Financial Office,"25,876",Bank Branch,"6,480",,,,92,40.3,45.2,99.7,104.1,"1,303,887","1,463,824","448,146","250,803","855,776",0,0,0,40.56,1.14,No,,Compliant,,,56,,31,"19,576"
20082,2015,NonResidential,Hotel,LA QUINTA INN & SUITES,660000435,"2224 8TH AVE
SEATTLE, WA 98121
(47.61803766, -122.33957378)",7,DOWNTOWN,1960,1,7,"61,180","12,960","48,220",Hotel,Hotel,"61,180",,,,,,31,57.9,59.1,123.1,126.8,"3,542,542","3,615,061",0,"534,591","1,824,101","17,185","1,718,517",0,103.99,1.57,No,,Compliant,,,56,,7,"19,576"
20087,2015,NonResidential,Small- and Mid-Sized Office,800 Stewart,660000625,"800 STEWART ST
SEATTLE, WA 98101
(47.61546604, -122.33523981)",7,DOWNTOWN,1978,1,5,"43,506","11,250","32,256","Office, Parking",Office,"32,569",Parking,0,,,,60,92.3,101.3,207.3,210.7,"3,005,926","3,297,982",0,"504,097","1,720,052","12,859","1,285,945",0,80.29,1.68,No,,Compliant,,,56,,31,"18,081"
20093,2015,Multifamily HR (10+),Other,THE OLIVIAN,660000835,"809 OLIVE WAY
SEATTLE, WA 98101
(47.61397171, -122.33351898)",7,DOWNTOWN,2008,1,27,"501,239","161,025","340,214",Other,Other,"269,758",,,,,,,53.5,54.9,139.7,141.2,"14,431,245","14,821,898",0,"3,158,894","10,778,594","36,531","3,653,098",0,269.15,0.44,No,,Compliant,,,14,,31,"18,081"
20094,2015,Multifamily HR (10+),High-Rise Multifamily,TOWER 801 APARTMENTS,660000900,"801 PINE ST
SEATTLE, WA 98101
(47.61303865, -122.33245642)",7,DOWNTOWN,1970,1,23,"179,745","39,504","140,241","Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,"121,455",Parking,"15,360",Swimming Pool,0,,12,63.8,72.4,169.4,196.4,"7,753,535","8,798,310",0,"1,743,452","5,948,905","18,049","1,804,877",0,137.33,0.62,No,,Compliant,,,14,,31,"18,081"
20095,2015,Multifamily LR (1-4),Low-Rise Multifamily,LOCK VISTA APTS,1175001045,"3005 NW MARKET ST
SEATTLE, WA 98107
(47.6683384, -122.39742)",6,BALLARD,1949,1,3,"159,820",0,"159,820","Multifamily Housing, Parking",Multifamily Housing,"159,820",Parking,0,Swimming Pool,0,,92,28.5,31.9,65.4,74.3,"4,558,824","5,103,522",0,"793,440","2,707,328","18,516","1,851,608",0,117.21,0.66,No,,Compliant,,,4,,1,"18,386"
20100,2015,Multifamily LR (1-4),Low-Rise Multifamily,GOLDEN SUNSET APTS,1176001275,"3256 NW 54TH ST
SEATTLE, WA 98107
(47.66802674, -122.4003895)",6,BALLARD,1968,1,3,"60,858",0,"60,858",Multifamily Housing,Multifamily Housing,"60,858",,,,,,91,31,34.5,75.8,85.5,"1,885,930","2,100,107",0,"369,261","1,259,972","6,260","626,010",0,42.03,0.6,No,,Compliant,,,4,,1,"18,386"
20112,2015,Multifamily LR (1-4),Low-Rise Multifamily,HARBOR SQUARE APTS,1224039015,"2425 HARBOR AVE SW
SEATTLE, WA 98126
(47.58155211, -122.373493)",1,SOUTHWEST,1990,1,3,"28,033",0,"28,033",,,,,,,,,74,32.6,35,69.3,75.5,"909,703","976,271",0,"137,554","469,353","4,404","440,369",0,26.66,0.88,No,,Compliant,,,41,,49,"19,581"
20120,2015,Multifamily LR (1-4),Low-Rise Multifamily,SEATTLE HOUSING AUTHORITY,1250200025,"323 25TH AVE S
SEATTLE, WA 98144
(47.59973567, -122.3002013)",3,CENTRAL,1986,1,3,"39,816",0,"39,816",Multifamily Housing,Multifamily Housing,"39,816",,,,,,33,34.1,38.3,107.1,120.4,"1,357,442","1,526,536",0,"397,844","1,357,498",0,0,0,9.46,0.09,Yes,,Compliant,,,32,,18,"17,919"
20130,2015,NonResidential,Worship Facility,GREEN LAKE UNITED METHODIST,1257200735,"2415 N 65TH ST
SEATTLE, WA 98103
(47.67572194, -122.3284741)",6,NORTHWEST,1910,1,2,"23,931",0,"23,931",Worship Facility,Worship Facility,"23,931",,,,,,91,18.8,0,33.5,0,"450,518",0,0,"46,215","157,691","2,928","292,834",0,16.65,0.67,No,,Compliant,,,53,,25,"18,377"
20132,2015,NonResidential,Worship Facility,SEVENTH DAY ADVENTIST CHURCH,1257203120,"6350 E GREEN LAKE WAY N
SEATTLE, WA 98103
(47.67496795, -122.3330039)",6,NORTHWEST,1948,1,2,"21,393",0,"21,393",Worship Facility,Worship Facility,"21,393",,,,,,60,38,47.9,65.3,80,"813,252","1,025,125",0,"76,283","260,288","5,530","552,974",0,31.18,1.41,No,,Compliant,,,53,,25,"18,377"
20133,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BUSH HOTEL 2 CONDOMINIUM,1275150000,"409 MAYNARD AVE S
SEATTLE, WA 98104
(47.59891814, -122.325426)",2,DOWNTOWN,1915,1,6,"150,374",0,"150,374","Multifamily Housing, Office, Restaurant, Retail Store, Social/Meeting Hall, Supermarket/Grocery Store",Multifamily Housing,"47,814",Office,"22,372",Restaurant,"6,479",,,89.5,97.7,149,157.7,"7,592,451","8,292,047",0,"654,894","2,234,591","53,580","5,357,953",0,300.14,1.93,No,,Compliant,High Outlier,,27,,22,"18,379"
20138,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE CLAREMONT,1604700000,"3333 RAINIER AVE S
SEATTLE, WA 98144
(47.57299805, -122.29470825)",2,SOUTHEAST,2010,1,6,"78,005","14,081","63,924","Multifamily Housing, Parking, Retail Store",Multifamily Housing,"59,103",Parking,"14,081",Retail Store,"4,620",,,27.2,29.7,68.2,74.5,"1,735,816","1,891,693",0,"354,250","1,208,751","5,271","527,114",0,36.42,0.4,No,,Compliant,,,10,,42,"17,919"
20140,2015,Multifamily LR (1-4),Low-Rise Multifamily,GALE PLACE APTS,1282301210,"3333 GALE PL S
SEATTLE, WA 98144
(47.57285339, -122.2920775)",2,SOUTHEAST,1956,1,2,"20,400",0,"20,400","Multifamily Housing, Parking",Multifamily Housing,"20,448",Parking,0,,,,42,46.3,51.9,145.5,162.8,"947,518","1,060,432",0,"277,702","947,557",0,0,0,6.61,0.12,No,,Compliant,,,38,,42,"17,919"
